Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
366,Southern Connecticut State University,3.09,Masters,Pittsburgh,N/A,N/A,0,0,4,Logistician,03/21,10/21,N/A,N/A,N/A,N/A,N/A,N/A,3.96
367,University of Maine (System),3.72,Phd,Wichita,M,0,1,1,3,Supply Chain Analyst,12/16,07/17,IT Consultant,02/14,02/16,Video Game Developer,02/14,06/14,8.09
368,Centenary College,3.18,Masters,St. Petersburg,F,N/A,0,1,1,Marine Biologist,12/21,07/22,Video Game Developer,01/18,10/18,Marketing Manager,11/15,07/17,8.58
369,University of Wisconsin - Stevens Point,2.45,Masters,Fresno,M,N/A,1,N/A,4,Investment Banker,06/17,06/19,Biomedical Engineer,10/15,02/17,N/A,N/A,N/A,2.98
370,Bemidji State Univeristy,2.77,Phd,Honolulu,M,1,1,0,0,Urban Planner,10/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A,8.73
371,College of William and Mary,2.9,Bachelors,Chicago,M,1,0,1,2,Fashion Designer,03/18,03/20,Sales Representative,08/15,12/15,Aircraft Pilot,11/14,10/15,7.69
372,Hollins University,3.16,Bachelors,Milwaukee,F,0,1,0,3,Biomedical Engineer,04/18,07/19,Marine Biologist,04/15,03/16,Dental Hygienist,01/14,10/15,6.97
373,New York Chiropractic College,3.52,Masters,Sacramento,N/A,N/A,1,1,1,Environmental Scientist,01/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A,3.01
374,Hokkaido Tokai University,2.2,Phd,Fort Wayne,N/A,N/A,0,N/A,2,Fashion Designer,04/17,02/19,Dental Hygienist,02/14,03/15,N/A,N/A,N/A,1.65
375,University of Colorado at Denver,3.78,Masters,Lincoln,F,1,1,1,1,Multimedia Artist,04/19,08/19,Project Manager,10/17,02/18,N/A,N/A,N/A,3.23
376,Medical University of South Carolina,2.02,Masters,Raleigh,F,1,1,N/A,3,Telecommunications Specialist,12/15,08/17,N/A,N/A,N/A,N/A,N/A,N/A,7.37
377,Academy of Art College,2.74,Masters,Anchorage,M,1,0,0,4,Financial Analyst,08/16,03/18,Occupational Therapist,06/15,01/16,Biomedical Engineer,08/14,04/16,1.58
378,Miami Dade College,2.05,Phd,Washington,N/A,1,0,1,0,Software Developer,08/20,12/20,Software Developer,12/14,06/15,N/A,N/A,N/A,9.01
379,Southern Oregon University,2.79,Phd,Norfolk,F,0,1,1,3,Real Estate Agent,04/17,02/19,Pediatric Nurse,12/14,06/16,N/A,N/A,N/A,6.51
380,Carroll College Waukesha,3.05,Bachelors,St. Louis,N/A,0,0,N/A,2,Forensic Accountant,04/14,03/15,Pharmacist,02/14,06/15,Multimedia Artist,01/14,06/15,1.58
381,University of Nevada - Las Vegas,3.02,Phd,Seattle,M,0,1,N/A,4,AI Researcher,10/16,10/17,Supply Chain Analyst,09/15,01/17,Forensic Accountant,02/14,05/14,6.23
382,Eckerd College,2.33,Masters,Stockton,F,0,1,0,1,Pediatric Nurse,11/17,11/19,Web Developer,05/15,05/17,Forensic Accountant,08/14,07/15,5.93
383,Northwest Missouri State University,3.29,Masters,Boise,N/A,1,0,N/A,4,Event Planner,04/21,10/21,Marketing Manager,06/19,04/20,Occupational Therapist,11/14,10/16,3.84
384,Preston University,2.09,Bachelors,Sacramento,N/A,0,0,0,4,Forensic Accountant,05/14,10/14,N/A,N/A,N/A,N/A,N/A,N/A,7.38
385,New Mexico State University,3.52,Phd,Phoenix,M,0,0,1,2,Graphic Designer,09/20,02/22,Marine Biologist,03/16,10/16,Supply Chain Analyst,04/15,12/16,7.29
386,Alabama Agricultural and Mechanical University,3.89,Masters,Madison,F,0,0,0,0,Archaeologist,12/20,12/22,Multimedia Artist,04/15,04/17,N/A,N/A,N/A,2.46
387,San Francisco Art Institute,2.68,Bachelors,Orlando,N/A,1,1,0,4,Construction Site Manager,08/21,05/23,Telecommunications Specialist,12/14,04/16,Chemical Technician,11/14,07/15,5.16
388,Pace University  Pleasantville/Briarcliff,3.03,Bachelors,San Bernardino,M,N/A,0,0,4,Real Estate Agent,08/18,04/19,Public Relations Officer,11/14,09/15,Investment Banker,05/14,06/15,8.2
389,University of New Orleans,2.76,Masters,Tucson,N/A,1,0,1,0,Urban Planner,09/14,03/16,N/A,N/A,N/A,N/A,N/A,N/A,5.99
390,Lutheran Bible Institute of Seattle,2.01,Masters,Albuquerque,M,N/A,1,1,0,Civil Engineer,07/15,10/15,N/A,N/A,N/A,N/A,N/A,N/A,6.89
391,Bryn Athyn College of the New Church,2.77,Phd,Baltimore,N/A,N/A,1,N/A,1,Wind Turbine Technician,08/15,12/16,Investment Banker,06/14,03/15,Logistician,06/14,11/15,0.69
392,Pennsylvania State University - Milton S.Hershey Medical Center,3.58,Bachelors,Stockton,N/A,0,1,0,1,Graphic Designer,08/16,03/18,N/A,N/A,N/A,N/A,N/A,N/A,1.09
393,DePaul University,3.19,Masters,Winston–Salem,M,0,1,1,0,Sales Representative,02/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A,2.19
394,Berean University of the Assemblies of God,2.2,Bachelors,Atlanta,F,0,1,0,3,Investment Banker,03/21,09/21,N/A,N/A,N/A,N/A,N/A,N/A,0.26
395,Andrew Jackson University,3.69,Phd,Virginia Beach,M,1,1,0,0,Investment Banker,12/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,9.84
396,Pennsylvania College of Optometry,3.06,Masters,Mesa,F,1,1,0,1,Aircraft Pilot,06/19,04/20,Veterinarian,06/14,11/14,SEO Specialist,03/14,08/14,1.7
397,University of North Florida,3.68,Phd,Austin,N/A,0,1,1,2,Supply Chain Analyst,04/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A,0.57
398,Darul Hikmah Islamic College,3.16,Bachelors,Tucson,N/A,1,1,0,2,Software Developer,12/20,02/21,N/A,N/A,N/A,N/A,N/A,N/A,2.1
399,Holy Names College,3.12,Phd,Chicago,M,1,0,0,4,Content Writer,12/20,02/22,Biomedical Engineer,08/16,04/18,N/A,N/A,N/A,0.49
400,Hamilton College,2.21,Phd,Henderson,M,N/A,0,N/A,2,Social Media Coordinator,05/18,01/19,Civil Engineer,05/14,03/16,Event Planner,01/14,09/15,0.42
401,University of Massachusetts at Lowell,2.33,Bachelors,Austin,F,1,1,0,1,SEO Specialist,08/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,1.27
402,Togliatti State University,3.94,Phd,Boston,F,N/A,0,N/A,2,Graphic Designer,06/21,09/21,Financial Analyst,12/16,12/18,N/A,N/A,N/A,0.42
403,St. Thomas Aquinas College,2.46,Bachelors,Winston–Salem,F,0,1,0,3,Video Game Developer,05/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,6.06
404,St. Vincent College,3.95,Masters,Indianapolis,M,1,1,N/A,0,Video Game Developer,05/19,06/20,Financial Analyst,01/15,11/15,AI Researcher,02/14,08/15,7.48
405,Avila College,3.06,Bachelors,Arlington,N/A,N/A,1,1,0,Sales Representative,09/16,01/17,Sales Representative,04/14,11/14,N/A,N/A,N/A,9.75
406,Western State University College of Law,2.27,Bachelors,Fort Worth,M,1,1,1,1,Sales Representative,03/17,11/17,Dental Hygienist,06/16,04/17,N/A,N/A,N/A,0.62
407,Carroll College Waukesha,2.2,Masters,Austin,N/A,N/A,0,0,4,Supply Chain Analyst,02/15,12/16,Mechanical Engineer,09/14,07/16,High School Teacher,04/14,06/15,7.18
408,Samford University,2.42,Bachelors,Chandler,M,N/A,0,N/A,0,Dietitian,03/16,07/17,Wind Turbine Technician,08/14,12/14,N/A,N/A,N/A,3.77
409,Palmer College of Chiropractic,3.85,Masters,Philadelphia,M,1,1,1,2,Urban Planner,05/18,11/19,Human Resources Specialist,06/14,11/14,N/A,N/A,N/A,2.3
410,Fort Lewis College,2.83,Masters,Dallas,F,0,0,0,3,Pharmacist,03/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,9.96
411,The Curtis Institute of Music,2.79,Bachelors,Saint Paul,N/A,N/A,0,0,4,Urban Planner,08/19,05/21,Marketing Manager,05/15,01/16,N/A,N/A,N/A,9.16
412,Austin College,2.63,Phd,Corpus Christi,M,0,1,N/A,4,Financial Analyst,05/18,08/19,Wind Turbine Technician,10/15,10/17,Real Estate Agent,02/15,07/15,7.62
413,Berklee College of Music,2.29,Phd,Los Angeles,M,1,1,N/A,4,Content Writer,03/20,01/21,N/A,N/A,N/A,N/A,N/A,N/A,9.05
414,West Suburban College of Nursing,2.98,Masters,Irvine,N/A,1,0,0,0,Speech-Language Pathologist,07/20,03/21,Fashion Designer,06/14,11/15,N/A,N/A,N/A,0.13
415,Millennia Atlantic University,2.26,Phd,Lubbock,M,0,0,N/A,4,Investment Banker,05/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A,8.18
416,Winston-Salem State University,3.67,Phd,Oakland,N/A,1,1,N/A,1,Biomedical Engineer,06/20,02/21,Environmental Scientist,09/18,05/20,Paramedic,08/15,05/16,1.73
417,Medical College of Ohio,2.74,Bachelors,Toledo,F,N/A,1,1,2,Telecommunications Specialist,12/17,04/19,Logistician,01/14,09/15,N/A,N/A,N/A,0.71
418,College of St. Joseph,2.75,Masters,Fort Wayne,F,0,0,N/A,3,Content Writer,04/21,10/21,Pediatric Nurse,01/15,05/16,Data Scientist,05/14,01/16,8.53
419,University of South Carolina - Spartanburg,2.95,Masters,Baton Rouge,N/A,1,1,0,2,Paramedic,09/19,02/20,Customer Service Manager,08/14,06/15,Biomedical Engineer,01/14,10/14,5.4
420,Lyon College,2.89,Bachelors,Irvine,F,1,1,N/A,1,Quality Assurance Manager,03/14,11/14,Video Game Developer,03/14,06/15,N/A,N/A,N/A,2.94
421,Providence College,3.99,Phd,Madison,N/A,0,1,0,1,Occupational Therapist,11/20,03/21,Urban Planner,10/16,07/17,N/A,N/A,N/A,7.41
422,University of Tennessee - Memphis,3.09,Masters,Long Beach,M,N/A,0,0,2,Real Estate Agent,09/19,12/20,N/A,N/A,N/A,N/A,N/A,N/A,7.94
423,Morris Brown College,2.18,Phd,Memphis,M,0,0,N/A,0,Speech-Language Pathologist,02/15,08/16,Industrial Designer,01/14,12/15,Web Developer,01/14,03/15,0.65
424,University of Osteopathic Medicine and Health Science,3.21,Masters,Detroit,N/A,1,1,N/A,1,Multimedia Artist,08/18,12/19,Social Media Coordinator,05/17,08/18,N/A,N/A,N/A,1.22
425,Ben-Gurion University of the Negev,2.3,Masters,Albuquerque,M,1,0,N/A,4,Event Planner,07/15,01/17,Marketing Manager,12/14,01/16,Project Manager,11/14,06/15,4.19
426,Bethel College Newton,2.06,Masters,Irvine,F,0,1,1,3,Wind Turbine Technician,09/16,11/17,Event Planner,12/14,09/15,N/A,N/A,N/A,9.38
427,University of Dallas,3.94,Masters,Toledo,M,N/A,0,1,3,Project Manager,12/14,01/16,Financial Analyst,02/14,05/15,Mechanical Engineer,01/14,11/15,5.31
428,Los Angeles College of Chiropractic,3.55,Phd,Tampa,M,N/A,0,N/A,1,Telecommunications Specialist,08/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A,3.01
429,Delaware Valley College,3.96,Phd,Gilbert,N/A,N/A,0,0,4,Construction Site Manager,12/18,07/19,Multimedia Artist,10/15,04/17,Financial Analyst,01/15,08/15,4.49
430,Slippery Rock University,2.96,Phd,Bakersfield,F,0,1,N/A,2,AI Researcher,08/17,07/18,Archaeologist,06/15,01/17,N/A,N/A,N/A,3.7
431,Lutheran Bible Institute of Seattle,3.06,Phd,Charlotte,M,N/A,1,1,3,Social Media Coordinator,05/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,1.98
432,Université Rennes I,2.34,Bachelors,Buffalo,M,N/A,1,1,4,Sales Representative,08/18,02/20,N/A,N/A,N/A,N/A,N/A,N/A,9.65
433,Touro University,2.49,Masters,Memphis,N/A,N/A,0,N/A,4,SEO Specialist,12/19,10/21,Pharmacist,06/19,02/20,N/A,N/A,N/A,3.52
434,Winston-Salem State University,3.68,Masters,Honolulu,N/A,N/A,1,0,0,Fashion Designer,11/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A,2.39
435,St. Joseph College of Nursing,2.71,Masters,Louisville,F,1,1,0,1,Biomedical Engineer,12/19,08/21,Forensic Accountant,02/14,08/15,Civil Engineer,01/14,08/14,5.88
436,Pfeiffer University,3.65,Bachelors,Boise,M,0,1,1,4,Content Writer,06/21,04/23,Project Manager,10/14,12/15,Dental Hygienist,05/14,05/16,2.24
437,Rivier College,3.42,Phd,Charlotte,N/A,0,1,1,2,Occupational Therapist,10/18,07/19,Pharmacist,10/15,08/16,N/A,N/A,N/A,3.19
438,Denison University,2.35,Masters,Fort Wayne,N/A,N/A,0,1,3,Aircraft Pilot,01/21,07/22,Financial Analyst,08/14,01/16,IT Consultant,02/14,12/15,9.38
439,Husson College,3.01,Phd,Tulsa,N/A,0,1,0,0,Social Media Coordinator,12/17,04/18,Occupational Therapist,04/15,03/16,N/A,N/A,N/A,5.66
440,Northwestern College St. Paul,3.35,Phd,New Orleans,F,0,1,1,2,Cybersecurity Analyst,10/20,11/21,N/A,N/A,N/A,N/A,N/A,N/A,4.47
441,ITT Technical Institute West Covina,2.47,Bachelors,Nashville,N/A,1,0,1,3,Software Developer,12/15,10/17,Video Game Developer,01/14,05/15,Forensic Accountant,01/14,06/14,0.55
442,Elmhurst College,3.66,Bachelors,New Orleans,F,0,1,0,1,Firefighter,07/17,01/18,Urban Planner,02/17,08/17,N/A,N/A,N/A,9.98
443,Morgan State University,3.09,Phd,Tampa,F,1,0,1,2,Logistician,12/19,11/20,Software Developer,03/15,09/15,Investment Banker,08/14,02/16,1.48
444,William Jewell College,2.33,Masters,New Orleans,M,0,0,1,3,Aircraft Pilot,11/17,11/18,N/A,N/A,N/A,N/A,N/A,N/A,7.42
445,Emory University,3.17,Masters,Madison,M,1,0,N/A,0,Marine Biologist,10/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,2.85
446,St. Cloud State University,4.0,Bachelors,Corpus Christi,F,1,1,1,3,Telecommunications Specialist,11/19,02/20,Sales Representative,11/14,07/16,Civil Engineer,07/14,10/14,4.5
447,Northern State University,2.3,Bachelors,Jersey City,M,0,0,N/A,4,Archaeologist,03/21,07/21,N/A,N/A,N/A,N/A,N/A,N/A,4.34
448,Lake Forest College,3.63,Bachelors,Portland,M,1,0,1,0,Video Game Developer,01/17,08/17,Firefighter,11/16,06/18,N/A,N/A,N/A,9.91
449,University of Northern Iowa,2.41,Bachelors,Plano,N/A,1,0,1,2,Investment Banker,01/19,06/20,High School Teacher,05/16,08/17,Customer Service Manager,02/14,10/14,6.43
450,American Indian College,3.56,Bachelors,San Antonio,M,0,1,N/A,1,Speech-Language Pathologist,05/20,11/20,Human Resources Specialist,06/15,01/17,Industrial Designer,12/14,03/15,5.62
451,California School of Professional Psychology - Los Angels,3.47,Bachelors,Aurora,F,1,0,1,0,Mechanical Engineer,09/21,05/23,N/A,N/A,N/A,N/A,N/A,N/A,6.05
452,State University of New York Health Sience Centre Syracuse,2.6,Bachelors,Austin,M,1,0,N/A,0,Archaeologist,08/15,03/16,Video Game Developer,11/14,08/15,N/A,N/A,N/A,4.37
453,Goshen College,2.65,Masters,Orlando,N/A,1,0,1,0,Pharmacist,10/15,04/16,Civil Engineer,06/15,07/16,Wind Turbine Technician,04/14,07/14,3.44
454,Eastern Connecticut State University,3.59,Bachelors,Chicago,F,1,1,N/A,3,Paramedic,01/16,02/17,Quality Assurance Manager,07/14,12/15,Public Relations Officer,03/14,01/16,6.05
455,Valdosta State University,2.92,Bachelors,New Orleans,M,1,0,N/A,4,Quality Assurance Manager,09/21,02/23,N/A,N/A,N/A,N/A,N/A,N/A,6.76
456,South Dakota School of Mines and Technology,3.46,Masters,Sacramento,F,N/A,0,1,1,Firefighter,08/16,02/17,N/A,N/A,N/A,N/A,N/A,N/A,4.61
457,Alma College,2.3,Masters,Anchorage,M,1,1,1,1,Speech-Language Pathologist,06/14,09/15,Graphic Designer,01/14,12/15,N/A,N/A,N/A,6.3
458,California Maritime Academy,3.71,Phd,Corpus Christi,N/A,1,1,N/A,4,Paramedic,12/16,03/18,Graphic Designer,03/14,09/14,N/A,N/A,N/A,5.22
459,Slippery Rock University,3.42,Bachelors,Chandler,M,1,1,0,3,Chemical Technician,12/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A,9.0
460,Long Island University,3.81,Bachelors,Durham,F,1,0,1,3,Supply Chain Analyst,04/16,11/17,Customer Service Manager,02/14,12/15,N/A,N/A,N/A,6.45
461,University of Louisiana at Monroe,2.26,Bachelors,Indianapolis,F,0,0,1,4,Quality Assurance Manager,03/19,01/20,N/A,N/A,N/A,N/A,N/A,N/A,7.73
462,Chestnut Hill College,3.19,Bachelors,Long Beach,F,N/A,0,0,4,Speech-Language Pathologist,07/21,04/23,Video Game Developer,12/17,08/19,Dental Hygienist,07/16,04/18,6.55
463,Medical College of Pennsylvania and Hahnemann University,3.2,Phd,Richmond,M,0,0,0,2,Dietitian,05/19,08/19,N/A,N/A,N/A,N/A,N/A,N/A,3.28
464,Mountain State University,2.71,Masters,Jersey City,M,N/A,1,N/A,3,Biomedical Engineer,12/15,10/16,N/A,N/A,N/A,N/A,N/A,N/A,0.21
465,The McGregor School of Antioch University,2.92,Masters,Jersey City,M,1,0,1,0,Multimedia Artist,06/18,04/19,N/A,N/A,N/A,N/A,N/A,N/A,9.15
466,Eckerd College,2.08,Bachelors,Richmond,N/A,1,1,N/A,1,Marine Biologist,10/16,09/18,Industrial Designer,11/14,09/16,Graphic Designer,10/14,06/15,5.27
467,New York Institute of Technology,3.49,Bachelors,Greensboro,N/A,N/A,0,1,3,Dental Hygienist,01/19,03/20,AI Researcher,06/18,05/20,N/A,N/A,N/A,5.15
468,Wentworth Institute of Technology,3.1,Bachelors,El Paso,N/A,N/A,0,0,4,Aircraft Pilot,07/15,10/16,Occupational Therapist,02/15,03/16,N/A,N/A,N/A,0.73
469,Lutheran Bible Institute of Seattle,2.12,Phd,Oakland,F,0,0,N/A,0,Event Planner,06/16,01/17,Event Planner,09/14,08/16,N/A,N/A,N/A,8.0
470,Indiana University at Bloomington,3.36,Phd,Lincoln,F,N/A,1,1,2,Customer Service Manager,07/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A,7.69
471,Trinity University,2.93,Masters,Long Beach,F,1,1,1,2,Aircraft Pilot,07/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A,3.82
472,Georgia Institute of Technology,2.07,Bachelors,Lexington,F,0,1,0,0,Occupational Therapist,04/16,02/17,Cybersecurity Analyst,08/15,06/16,N/A,N/A,N/A,6.9
473,Rider University,3.94,Bachelors,Cincinnati,F,N/A,1,0,0,Cybersecurity Analyst,01/18,08/19,Mechanical Engineer,11/15,06/17,Graphic Designer,10/15,01/17,1.57
474,Oakton Community College,3.9,Bachelors,Norfolk,M,N/A,0,1,4,Public Relations Officer,11/15,07/16,Web Developer,04/15,03/17,Paramedic,07/14,11/15,1.81
475,Trinity College Connecticut,3.03,Bachelors,Santa Ana,F,0,0,0,4,Environmental Scientist,12/20,07/21,Urban Planner,06/20,09/20,Public Relations Officer,10/18,10/19,4.74
476,Albertus Magnus College,2.19,Phd,Aurora,M,N/A,0,0,1,Video Game Developer,01/15,03/16,Civil Engineer,06/14,02/15,Mechanical Engineer,05/14,11/15,9.06
477,Radford University,3.51,Masters,Fort Worth,N/A,1,0,N/A,1,Human Resources Specialist,08/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A,0.46
478,Saginaw Valley State University,2.98,Masters,Wichita,N/A,0,0,1,2,Pediatric Nurse,08/18,05/20,Archaeologist,01/14,05/14,N/A,N/A,N/A,6.41
479,Bethany College West Virginia,2.6,Phd,Bakersfield,N/A,N/A,1,N/A,0,Telecommunications Specialist,10/20,07/22,Quality Assurance Manager,06/15,04/17,Graphic Designer,05/15,01/16,2.24
480,Excel College,2.98,Bachelors,Anchorage,N/A,1,1,0,2,Archaeologist,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,1.18
481,Nyack College,3.04,Masters,Gilbert,N/A,N/A,0,1,4,Financial Analyst,09/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,9.66
482,St. Bernard's Institute,3.13,Masters,Laredo,F,0,0,0,3,Financial Analyst,11/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,9.44
483,Franklin Pierce College,2.88,Phd,Honolulu,F,N/A,0,0,4,Supply Chain Analyst,03/19,07/20,Marine Biologist,01/17,10/18,N/A,N/A,N/A,2.87
484,Austin College,3.21,Bachelors,Austin,F,N/A,0,1,3,Industrial Designer,08/17,05/19,N/A,N/A,N/A,N/A,N/A,N/A,5.82
485,Wilmington College,3.84,Masters,New Orleans,N/A,N/A,1,0,0,Customer Service Manager,09/15,07/16,Quality Assurance Manager,02/14,04/15,N/A,N/A,N/A,1.59
486,University of the Southwest,2.72,Bachelors,Indianapolis,N/A,1,0,N/A,0,Biomedical Engineer,06/15,01/16,Mechanical Engineer,08/14,07/16,N/A,N/A,N/A,6.1
487,Northwest Missouri State University,3.45,Masters,Reno,M,1,0,1,0,High School Teacher,03/20,07/20,Pharmacist,02/16,05/17,N/A,N/A,N/A,4.99
488,Charles R. Drew University of Medicine and Science,3.79,Phd,Charlotte,F,N/A,0,0,1,Telecommunications Specialist,06/21,10/21,Event Planner,05/16,10/17,N/A,N/A,N/A,1.05
489,State University of New York College at Brockport,2.91,Bachelors,Dallas,N/A,N/A,0,0,1,Financial Analyst,11/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A,1.62
490,Florida Community College at Jacksonville,2.89,Phd,St. Petersburg,N/A,0,1,0,3,Software Developer,06/19,09/19,N/A,N/A,N/A,N/A,N/A,N/A,3.55
491,Clarke College,3.2,Masters,Portland,N/A,N/A,0,1,2,Veterinarian,04/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,9.54
492,Boston Architectural Center,3.18,Phd,Minneapolis,M,0,1,N/A,2,Graphic Designer,06/21,10/22,Real Estate Agent,04/21,06/22,Construction Site Manager,12/17,12/18,2.89
493,Haverford College,3.61,Phd,Reno,N/A,1,1,0,3,Chemical Technician,12/20,11/21,Customer Service Manager,01/14,07/15,Event Planner,01/14,08/14,8.49
494,Pace University  Pleasantville/Briarcliff,2.95,Phd,Riverside,M,N/A,0,0,1,Urban Planner,02/21,11/22,Social Media Coordinator,05/19,03/20,N/A,N/A,N/A,3.15
495,Johns Hopkins University,3.99,Masters,Austin,M,0,0,0,4,High School Teacher,05/17,01/19,Web Developer,01/15,04/16,N/A,N/A,N/A,8.24
496,Nazarene Bible College,2.12,Bachelors,Lexington,F,1,0,1,3,Speech-Language Pathologist,09/14,08/15,Construction Site Manager,02/14,08/15,N/A,N/A,N/A,7.91
497,Paul Quinn College,2.01,Phd,Madison,N/A,0,0,0,2,Veterinarian,03/20,09/20,Project Manager,09/15,07/17,N/A,N/A,N/A,4.99
498,Brescia University,3.28,Bachelors,Tampa,M,1,0,0,3,Urban Planner,04/20,06/21,Video Game Developer,03/18,06/18,N/A,N/A,N/A,4.94
499,Carroll College Helena,2.6,Masters,Wichita,N/A,N/A,1,0,3,Data Scientist,07/15,01/16,Biomedical Engineer,09/14,05/15,Mechanical Engineer,04/14,10/15,8.93
500,Muskingum College,2.48,Bachelors,New Orleans,F,0,1,1,0,AI Researcher,05/18,03/19,IT Consultant,04/18,10/18,N/A,N/A,N/A,0.26
501,Mississippi State University,2.62,Phd,Cincinnati,F,N/A,1,N/A,1,Veterinarian,02/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A,7.27
502,Universidad Autónoma de Nuevo León,2.51,Phd,Nashville,M,0,1,1,0,Marketing Manager,08/14,02/16,Dietitian,01/14,03/15,N/A,N/A,N/A,2.34
503,Princeton University,2.06,Phd,Seattle,F,1,1,N/A,1,Wind Turbine Technician,12/17,12/19,N/A,N/A,N/A,N/A,N/A,N/A,7.35
504,Shawnee State University,3.94,Phd,Houston,F,0,0,N/A,3,Video Game Developer,11/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A,9.01
505,Southwestern University,2.44,Phd,Raleigh,F,0,0,1,1,Firefighter,10/17,03/19,N/A,N/A,N/A,N/A,N/A,N/A,1.21
506,Barry University,3.47,Phd,New York,N/A,N/A,1,0,2,Biomedical Engineer,06/17,12/17,N/A,N/A,N/A,N/A,N/A,N/A,1.61
507,Albion College,3.53,Masters,Louisville,N/A,N/A,0,N/A,0,Civil Engineer,04/15,03/16,Event Planner,09/14,06/15,N/A,N/A,N/A,8.77
508,Virginia Military Institute,3.86,Masters,Atlanta,M,N/A,0,0,3,Veterinarian,09/16,09/18,Archaeologist,02/14,02/15,N/A,N/A,N/A,4.47
509,Europäische Fachhochschule,2.06,Masters,Jacksonville,M,1,1,N/A,2,Firefighter,12/14,12/15,Chemical Technician,10/14,05/15,N/A,N/A,N/A,1.22
510,University of Texas of the Permian Basin,3.74,Bachelors,Corpus Christi,F,N/A,1,0,1,Pharmacist,05/20,03/22,Chemical Technician,07/16,07/17,N/A,N/A,N/A,2.47
511,Grace Bible College,3.05,Bachelors,Indianapolis,F,0,1,0,1,Web Developer,05/20,09/20,Investment Banker,07/16,05/17,N/A,N/A,N/A,9.15
512,Graduate Theological Union,3.27,Masters,Santa Ana,M,1,0,1,2,Event Planner,12/16,05/18,Sales Representative,05/14,07/14,Project Manager,04/14,03/16,4.98
513,Southwestern University,3.29,Bachelors,Sacramento,F,N/A,1,0,1,Software Developer,01/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,1.62
514,Whitman College,3.64,Bachelors,Colorado Springs,M,0,1,N/A,0,Aircraft Pilot,01/19,08/19,N/A,N/A,N/A,N/A,N/A,N/A,8.38
515,ITT Technical Institute Maitland,2.67,Phd,Anaheim,N/A,0,0,0,4,Biomedical Engineer,03/20,03/21,Dental Hygienist,07/19,12/20,Pediatric Nurse,07/15,09/16,3.53
516,Virginia International University,3.47,Phd,St. Louis,F,1,0,0,1,Investment Banker,11/18,08/19,Public Relations Officer,02/17,01/19,IT Consultant,02/15,06/16,7.58
517,Holy Cross College,3.06,Bachelors,Cincinnati,F,0,1,0,3,IT Consultant,10/17,06/19,Wind Turbine Technician,05/14,03/16,N/A,N/A,N/A,3.46
518,Southeastern Louisiana University,3.59,Bachelors,Durham,F,N/A,0,N/A,1,Project Manager,07/21,03/23,Video Game Developer,04/18,11/19,N/A,N/A,N/A,0.51
519,Nanjing University,3.98,Masters,Tulsa,N/A,0,1,N/A,3,Web Developer,03/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,2.06
520,Marylhurst University,2.4,Bachelors,Saint Paul,N/A,N/A,0,N/A,1,High School Teacher,12/21,11/22,Environmental Scientist,04/21,04/23,N/A,N/A,N/A,8.9
521,University of North Carolina at Chapel Hill,3.99,Phd,New Orleans,F,N/A,1,0,1,Paramedic,03/14,02/16,N/A,N/A,N/A,N/A,N/A,N/A,4.83
522,Mount Carmel College of Nursing,2.18,Bachelors,Fort Wayne,M,1,0,1,3,Software Developer,12/17,11/18,Sales Representative,10/14,05/15,N/A,N/A,N/A,6.44
523,University of Mississippi Medical Center,2.0,Masters,Norfolk,N/A,0,0,N/A,0,Human Resources Specialist,09/21,08/23,Video Game Developer,02/15,07/15,N/A,N/A,N/A,1.73
524,Berry College,2.09,Phd,Portland,F,1,0,0,4,Wind Turbine Technician,12/17,01/20,N/A,N/A,N/A,N/A,N/A,N/A,1.22
525,Fisher College,2.68,Phd,St. Louis,F,1,1,N/A,4,High School Teacher,11/20,10/21,Sales Representative,06/20,06/22,Aircraft Pilot,08/18,04/19,9.47
