Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
736,Delaware State University,2.63,Phd,Portland,M,0,0,0,4,Quality Assurance Manager,09/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A
737,Alaska Pacific University,2.55,Phd,Fort Wayne,F,1,0,1,0,Firefighter,02/18,06/19,N/A,N/A,N/A,N/A,N/A,N/A
738,University of La Verne,3.96,Phd,New Orleans,F,0,0,N/A,1,Firefighter,10/16,07/18,Veterinarian,10/16,12/17,N/A,N/A,N/A
739,Southern Nazarene University,3.05,Bachelors,Atlanta,F,N/A,1,N/A,3,Marketing Manager,06/20,05/21,Chemical Technician,03/14,03/15,Veterinarian,01/14,08/15
740,Wisconsin Lutheran College,3.81,Masters,Aurora,N/A,N/A,0,0,3,Public Relations Officer,06/18,06/19,N/A,N/A,N/A,N/A,N/A,N/A
741,Seton Hall University,2.33,Bachelors,Plano,M,1,0,1,0,Customer Service Manager,09/17,05/19,Video Game Developer,04/17,08/18,N/A,N/A,N/A
742,Florida Institute of Technology,3.29,Phd,Wichita,F,1,0,0,0,Content Writer,12/20,03/22,Customer Service Manager,05/16,03/18,Dental Hygienist,02/16,08/17
743,Lakeview College of Nursing,3.62,Masters,Newark,M,0,1,0,4,Logistician,07/21,12/21,Graphic Designer,10/14,12/15,Event Planner,07/14,02/16
744,American Conservatory Theater,3.89,Phd,Garland,M,0,0,N/A,1,Sales Representative,02/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A
745,Kent State University - Ashtabula,2.67,Phd,Bakersfield,N/A,1,0,1,3,Biomedical Engineer,09/21,02/23,Cybersecurity Analyst,12/19,08/20,Wind Turbine Technician,08/19,08/21
746,Martin Methodist College,3.45,Bachelors,Laredo,M,N/A,0,0,2,Multimedia Artist,07/18,02/20,Social Media Coordinator,04/14,11/15,Archaeologist,03/14,02/16
747,Atlantic University,3.08,Phd,Memphis,F,N/A,0,N/A,0,Chemical Technician,05/17,02/18,N/A,N/A,N/A,N/A,N/A,N/A
748,Lesley University,2.12,Masters,Minneapolis,F,1,1,0,2,Human Resources Specialist,05/16,10/16,Mechanical Engineer,07/14,01/15,N/A,N/A,N/A
749,Harvey Mudd College,3.38,Phd,Stockton,M,N/A,0,N/A,3,Software Developer,08/16,02/17,Data Scientist,09/15,12/15,N/A,N/A,N/A
750,Ecole Nationale de la Météorologie,3.38,Phd,Baltimore,M,1,1,1,0,Biomedical Engineer,10/16,09/18,N/A,N/A,N/A,N/A,N/A,N/A
751,Mount Sinai School of Medicine,3.86,Bachelors,Lubbock,N/A,0,1,0,3,Quality Assurance Manager,07/21,10/21,N/A,N/A,N/A,N/A,N/A,N/A
752,University of Illinois at Urbana-Champaign,2.99,Masters,Tucson,F,N/A,0,1,0,Construction Site Manager,11/20,09/22,Firefighter,06/18,03/20,N/A,N/A,N/A
753,New York Medical College,2.46,Bachelors,Colorado Springs,F,N/A,1,1,3,Investment Banker,08/16,12/16,Data Scientist,07/14,01/15,N/A,N/A,N/A
754,Dominican College,2.09,Phd,Fort Wayne,M,0,1,N/A,2,IT Consultant,06/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A
755,Baldwin-Wallace College,2.83,Bachelors,Los Angeles,M,0,1,0,1,Aircraft Pilot,10/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A
756,Hilbert College,2.6,Bachelors,Las Vegas,M,N/A,0,0,0,Industrial Designer,01/20,01/21,N/A,N/A,N/A,N/A,N/A,N/A
757,Worcester Polytechnic Institute,3.52,Bachelors,Lincoln,F,N/A,1,N/A,2,Dental Hygienist,02/21,10/22,Fashion Designer,04/18,03/20,Logistician,04/17,06/18
758,Roanoke Bible College,2.71,Bachelors,Fresno,M,1,1,N/A,3,Marine Biologist,12/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A
759,Madison University (Distance Education),3.9,Phd,New York,N/A,1,0,1,2,Quality Assurance Manager,05/17,12/17,Graphic Designer,10/16,03/17,Investment Banker,02/14,01/16
760,Tomball College,3.92,Phd,Greensboro,N/A,N/A,0,0,0,Telecommunications Specialist,05/21,03/22,Logistician,03/14,09/15,N/A,N/A,N/A
761,University of Massachusetts Medical Center at Worcester,3.24,Masters,Garland,M,1,1,0,2,Civil Engineer,11/20,03/22,Pharmacist,11/20,10/21,N/A,N/A,N/A
762,Thomas College Maine,3.86,Bachelors,Memphis,N/A,0,1,N/A,3,Firefighter,08/18,06/20,N/A,N/A,N/A,N/A,N/A,N/A
763,Oklahoma State University,3.52,Bachelors,Hialeah,N/A,1,1,N/A,4,Content Writer,06/21,02/23,N/A,N/A,N/A,N/A,N/A,N/A
764,Dickinson State University,3.09,Masters,Wichita,N/A,1,0,N/A,1,Firefighter,07/18,10/18,Pediatric Nurse,06/17,04/19,N/A,N/A,N/A
765,St. Edwards University,2.36,Bachelors,Albuquerque,N/A,N/A,1,0,1,Biomedical Engineer,03/15,09/16,Graphic Designer,04/14,07/14,N/A,N/A,N/A
766,St. Thomas Aquinas College,2.92,Masters,Louisville,N/A,1,0,0,4,Forensic Accountant,10/15,10/16,Forensic Accountant,09/15,07/16,N/A,N/A,N/A
767,Kent State University - Salem,3.12,Phd,Stockton,F,N/A,1,1,0,Fashion Designer,05/15,04/17,Customer Service Manager,05/15,10/15,N/A,N/A,N/A
768,Slippery Rock University,3.73,Masters,Chula Vista,M,N/A,1,N/A,2,Multimedia Artist,11/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A
769,New York Law School,2.96,Bachelors,Denver,N/A,N/A,0,1,2,Event Planner,03/20,03/22,Firefighter,05/14,11/14,Social Media Coordinator,05/14,08/15
770,Langston University,3.8,Masters,Long Beach,M,0,1,0,4,Industrial Designer,08/20,02/22,Sales Representative,01/14,09/14,N/A,N/A,N/A
771,International Academy of  Merchandising and Design Chicago,3.35,Phd,Chandler,N/A,1,0,1,4,Customer Service Manager,05/19,01/20,Logistician,03/15,05/16,N/A,N/A,N/A
772,St. Joseph's College New York,2.27,Bachelors,New Orleans,F,1,1,1,3,Content Writer,09/21,02/22,Paramedic,08/14,05/15,Paramedic,06/14,04/15
773,Wheaton College Massachusetts,3.99,Phd,Virginia Beach,F,1,0,1,3,Dietitian,10/14,09/16,N/A,N/A,N/A,N/A,N/A,N/A
774,Edward Waters College,3.05,Phd,Riverside,N/A,N/A,0,N/A,1,Industrial Designer,08/19,01/20,Content Writer,09/17,09/18,Software Developer,10/16,11/17
775,Mills Grae University,2.78,Masters,Cincinnati,N/A,0,1,0,0,Quality Assurance Manager,01/17,10/17,N/A,N/A,N/A,N/A,N/A,N/A
776,Brevard College,3.32,Phd,Santa Ana,N/A,N/A,0,N/A,0,Quality Assurance Manager,06/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A
777,King College,2.22,Bachelors,Nashville,F,1,1,1,4,Aircraft Pilot,09/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A
778,University of Puget Sound,3.27,Phd,Baltimore,F,N/A,0,N/A,1,Social Media Coordinator,02/21,12/22,N/A,N/A,N/A,N/A,N/A,N/A
779,Pace University  Pleasantville/Briarcliff,3.0,Phd,Toronto,M,N/A,0,0,1,Cybersecurity Analyst,09/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A
780,Universidad de Magallanes,2.81,Masters,Stockton,F,1,0,0,3,Supply Chain Analyst,09/19,08/21,Sales Representative,01/19,06/19,N/A,N/A,N/A
781,University of Alaska - Fairbanks,3.91,Phd,Cincinnati,N/A,N/A,1,1,2,Pharmacist,07/20,11/21,N/A,N/A,N/A,N/A,N/A,N/A
782,Muhlenberg College,3.05,Masters,Corpus Christi,M,N/A,0,1,0,Occupational Therapist,05/21,01/22,SEO Specialist,12/14,11/16,N/A,N/A,N/A
783,New Hampshire College,2.44,Masters,Lubbock,F,0,0,N/A,1,Financial Analyst,03/15,09/15,N/A,N/A,N/A,N/A,N/A,N/A
784,Hokkaigakuen University,2.92,Bachelors,Hialeah,F,N/A,0,0,3,Dental Hygienist,06/15,10/15,High School Teacher,03/15,05/16,N/A,N/A,N/A
785,Augustana College,3.84,Bachelors,Cleveland,N/A,0,1,0,3,Paramedic,07/14,06/16,Pharmacist,01/14,09/14,High School Teacher,01/14,02/15
786,University of North Carolina at Charlotte,2.35,Bachelors,Fremont,M,1,1,N/A,3,Event Planner,12/19,03/20,Speech-Language Pathologist,03/14,04/15,Speech-Language Pathologist,03/14,11/15
787,Indiana University - Northwest,2.43,Bachelors,Tampa,F,0,0,0,2,Dietitian,09/15,10/16,Video Game Developer,01/14,09/14,N/A,N/A,N/A
788,Rice University,2.03,Masters,Anaheim,F,N/A,0,1,1,High School Teacher,10/19,07/21,N/A,N/A,N/A,N/A,N/A,N/A
789,University of Texas Pan American,2.03,Phd,Fort Wayne,N/A,1,1,1,4,Mechanical Engineer,03/18,12/19,Chemical Technician,02/17,08/18,N/A,N/A,N/A
790,American Film Institute Center for Advanced Film and Television Studies,3.66,Bachelors,Boston,M,N/A,0,N/A,4,Cybersecurity Analyst,11/19,03/21,Cybersecurity Analyst,06/16,10/16,N/A,N/A,N/A
791,Vanderbilt University,3.46,Bachelors,Chesapeake,M,N/A,0,N/A,3,Quality Assurance Manager,07/20,07/22,N/A,N/A,N/A,N/A,N/A,N/A
792,State University of New York (SUNY),2.71,Bachelors,Houston,M,0,0,N/A,3,Archaeologist,06/20,01/22,Social Media Coordinator,12/16,03/18,Multimedia Artist,09/14,09/15
793,University of San Diego,3.4,Phd,Lexington,M,N/A,0,1,2,Urban Planner,01/19,07/20,Pediatric Nurse,10/17,04/19,N/A,N/A,N/A
794,Tusculum College,2.79,Bachelors,Phoenix,N/A,0,0,N/A,3,Video Game Developer,02/14,10/15,Human Resources Specialist,01/14,12/14,Event Planner,01/14,05/15
795,Chapman University,3.91,Phd,Scottsdale,F,1,0,0,1,Pediatric Nurse,08/21,05/23,Environmental Scientist,03/16,09/17,Urban Planner,01/16,07/17
796,California Coast University,3.93,Masters,Pittsburgh,F,1,1,N/A,3,Logistician,12/21,04/23,Content Writer,05/20,08/20,Supply Chain Analyst,09/15,01/16
797,Massachusetts School of Professional Psychology,2.79,Masters,Kansas City,M,N/A,0,0,3,High School Teacher,08/16,10/17,Forensic Accountant,01/16,12/17,N/A,N/A,N/A
798,McNeese State University,3.71,Masters,Seattle,M,0,0,1,1,Occupational Therapist,01/15,10/15,Supply Chain Analyst,03/14,10/15,N/A,N/A,N/A
799,Viterbo College,3.55,Phd,Madison,M,N/A,1,0,0,Construction Site Manager,09/20,11/21,N/A,N/A,N/A,N/A,N/A,N/A
800,Simpson College Iowa,2.62,Bachelors,Miami,F,N/A,1,0,4,Environmental Scientist,03/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A
801,Willamette University,2.46,Bachelors,Aurora,F,N/A,1,0,3,Fashion Designer,10/17,01/19,Wind Turbine Technician,05/15,03/16,N/A,N/A,N/A
802,Antioch University Seattle,2.92,Bachelors,Cleveland,M,N/A,1,1,1,Software Developer,06/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A
803,Harding University,3.56,Bachelors,Baton Rouge,N/A,0,0,0,4,Data Scientist,06/21,01/22,Biomedical Engineer,07/16,04/18,Marine Biologist,03/15,12/15
804,Wilkes University,3.92,Bachelors,Anaheim,F,N/A,1,0,2,Mechanical Engineer,12/18,01/20,Urban Planner,12/14,08/15,Veterinarian,01/14,04/15
805,Kent State University - Salem,3.53,Phd,Hialeah,F,1,0,N/A,0,Data Scientist,03/21,10/22,Graphic Designer,02/15,12/16,N/A,N/A,N/A
806,St. Anthony College of Nursing,3.71,Masters,Saint Paul,M,0,1,N/A,3,Investment Banker,06/18,12/19,Dental Hygienist,11/15,08/16,Dental Hygienist,05/15,10/16
807,Delaware State University,3.21,Bachelors,Chesapeake,N/A,N/A,1,N/A,0,High School Teacher,03/14,01/15,Public Relations Officer,01/14,11/14,N/A,N/A,N/A
808,John Paul the Great Catholic University,3.67,Masters,Fremont,M,0,1,0,3,Chemical Technician,04/17,12/18,Paramedic,01/14,12/14,N/A,N/A,N/A
809,Northern Illinois University,3.57,Phd,Philadelphia,M,N/A,0,0,3,Civil Engineer,10/14,03/15,Fashion Designer,03/14,08/15,N/A,N/A,N/A
810,Bob Jones University,2.75,Phd,Louisville,N/A,1,1,1,3,Software Developer,12/14,01/17,AI Researcher,05/14,08/15,Content Writer,04/14,09/15
811,University of Management & Technology,3.1,Bachelors,Louisville,N/A,1,1,0,0,Biomedical Engineer,05/15,12/16,Paramedic,10/14,08/16,N/A,N/A,N/A
812,Deaconess College of Nursing,3.61,Phd,Honolulu,N/A,1,1,0,2,Wind Turbine Technician,11/20,05/21,Quality Assurance Manager,09/16,11/17,N/A,N/A,N/A
813,Eastern New Mexico University,2.09,Masters,Anaheim,F,0,0,1,1,Fashion Designer,03/20,12/20,N/A,N/A,N/A,N/A,N/A,N/A
814,San Francisco Art Institute,3.62,Bachelors,Stockton,M,1,0,0,1,Investment Banker,05/15,02/16,Marketing Manager,05/14,11/14,Video Game Developer,01/14,06/14
815,Youngstown State University,2.36,Bachelors,Newark,F,N/A,1,1,2,Dietitian,01/15,04/15,Cybersecurity Analyst,03/14,12/15,N/A,N/A,N/A
816,Art Academy of Cincinnati,3.03,Masters,Chesapeake,N/A,N/A,0,1,2,Cybersecurity Analyst,07/17,11/17,N/A,N/A,N/A,N/A,N/A,N/A
817,Center for Humanistic Studies,3.62,Bachelors,Durham,F,N/A,1,N/A,3,Video Game Developer,12/21,11/23,Dental Hygienist,09/16,05/18,N/A,N/A,N/A
818,Edinboro University of Pennsylvania,2.51,Bachelors,Washington,N/A,0,0,0,3,Marketing Manager,08/17,05/19,Biomedical Engineer,02/16,11/17,Mechanical Engineer,01/16,07/16
819,Virginia Union University,2.49,Masters,Buffalo,N/A,0,1,N/A,1,Logistician,04/19,07/19,N/A,N/A,N/A,N/A,N/A,N/A
820,Katharine Gibbs School,2.81,Bachelors,Newark,M,1,0,0,3,Chemical Technician,10/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A
821,Kentucky Wesleyan College,3.79,Bachelors,Oklahoma City,M,0,1,N/A,3,Public Relations Officer,05/18,10/19,Chemical Technician,10/14,09/16,N/A,N/A,N/A
822,St. George's University,2.0,Masters,Charlotte,M,N/A,0,1,2,Real Estate Agent,12/17,09/19,Aircraft Pilot,09/16,05/17,N/A,N/A,N/A
823,University of Central Oklahoma,3.8,Phd,Toledo,F,N/A,0,1,0,Customer Service Manager,07/16,11/16,Human Resources Specialist,09/14,05/15,Social Media Coordinator,04/14,07/15
824,Mary Baldwin College,2.31,Masters,Nashville,M,N/A,1,1,4,Pharmacist,07/21,12/21,Dental Hygienist,10/15,02/17,Web Developer,03/15,08/15
825,Transylvania University,3.98,Bachelors,San Antonio,N/A,0,1,1,4,Veterinarian,01/15,05/15,Cybersecurity Analyst,07/14,07/15,N/A,N/A,N/A
826,State University of New York Maritime College,3.91,Masters,Las Vegas,M,N/A,0,0,3,Web Developer,01/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A
827,Bemidji State Univeristy,2.99,Bachelors,Honolulu,F,1,1,0,3,Event Planner,03/14,08/14,Content Writer,03/14,07/15,Environmental Scientist,03/14,10/14
828,Mennonite College of Nursing,3.03,Bachelors,San Antonio,M,0,1,N/A,4,Web Developer,11/16,11/17,Environmental Scientist,07/16,06/18,Web Developer,09/15,01/17
829,Ohio Valley College,2.96,Masters,Chesapeake,M,N/A,1,0,2,Supply Chain Analyst,07/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A
830,Pace University  Pleasantville/Briarcliff,3.27,Bachelors,Jersey City,M,N/A,1,0,4,Supply Chain Analyst,08/16,06/17,Paramedic,06/14,01/15,N/A,N/A,N/A
831,Deaconess College of Nursing,2.18,Phd,Detroit,F,0,0,N/A,4,Real Estate Agent,11/19,09/20,Sales Representative,06/14,03/15,Urban Planner,04/14,03/15
832,North Georgia College,2.07,Bachelors,Reno,N/A,0,1,1,4,Social Media Coordinator,04/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A
833,Moore College of Art and Design,2.12,Masters,Lubbock,N/A,1,0,N/A,3,Web Developer,08/20,08/21,Civil Engineer,08/16,12/16,Logistician,12/14,06/16
834,Mesa State College,2.89,Phd,Houston,N/A,0,0,N/A,3,Chemical Technician,05/19,10/19,N/A,N/A,N/A,N/A,N/A,N/A
835,The College of Westchester,2.55,Phd,Cincinnati,M,N/A,1,1,4,Occupational Therapist,03/21,01/22,Construction Site Manager,06/16,03/18,Social Media Coordinator,04/15,09/15
836,The Rockefeller University,3.24,Bachelors,Long Beach,M,1,1,N/A,3,Software Developer,08/19,05/21,High School Teacher,08/14,12/14,N/A,N/A,N/A
837,University of Central Texas,3.98,Masters,Fort Wayne,F,N/A,0,N/A,4,Real Estate Agent,12/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A
838,Polytechnic University,2.77,Bachelors,Stockton,N/A,N/A,1,N/A,2,Project Manager,01/17,10/18,Customer Service Manager,02/14,09/15,Quality Assurance Manager,02/14,01/16
839,Pikeville College,3.15,Bachelors,Lincoln,M,N/A,1,0,3,Content Writer,02/14,07/14,Environmental Scientist,01/14,08/15,AI Researcher,01/14,08/14
840,Grace University,2.83,Masters,Fresno,M,0,0,1,0,Industrial Designer,10/21,09/23,N/A,N/A,N/A,N/A,N/A,N/A
841,Northwest University,3.69,Masters,New Orleans,M,0,0,1,3,AI Researcher,01/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A
842,Baker College of Flint,3.8,Bachelors,Charlotte,F,N/A,0,N/A,2,Fashion Designer,11/20,07/21,Wind Turbine Technician,07/17,11/18,N/A,N/A,N/A
843,University of Rio Grande,3.75,Phd,Corpus Christi,N/A,0,1,0,2,Dental Hygienist,04/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A
844,Notre Dame College,3.95,Bachelors,Atlanta,F,N/A,1,1,3,Occupational Therapist,01/19,06/20,Real Estate Agent,03/17,07/17,AI Researcher,09/16,03/18
845,Research College of Nursing - Rockhurst University,2.06,Phd,Albuquerque,N/A,0,0,1,1,Logistician,02/20,10/20,Archaeologist,02/16,07/16,N/A,N/A,N/A
846,Missouri Valley College,3.68,Bachelors,Raleigh,N/A,0,0,N/A,4,Paramedic,06/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A
847,Delaware Valley College,3.5,Masters,Plano,M,0,1,N/A,4,Civil Engineer,07/16,10/17,Logistician,09/14,04/16,Marine Biologist,01/14,04/14
848,Salem State College,2.46,Phd,Milwaukee,M,1,1,N/A,2,Sales Representative,02/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A
849,Howard Payne University,3.91,Masters,Singapore,M,0,1,1,3,Environmental Scientist,01/17,09/17,Civil Engineer,11/16,08/17,Human Resources Specialist,01/16,11/16
850,Pepperdine University,2.3,Masters,Indianapolis,M,1,0,N/A,1,Paramedic,01/18,09/18,Aircraft Pilot,08/14,02/16,Content Writer,04/14,02/15
851,Providence College,3.36,Masters,San Diego,M,1,1,N/A,0,Graphic Designer,09/16,06/18,Environmental Scientist,09/14,07/16,N/A,N/A,N/A
852,Rush University,2.45,Masters,Laredo,N/A,1,1,N/A,4,Mechanical Engineer,08/19,04/21,Project Manager,12/18,12/20,N/A,N/A,N/A
853,Kentucky Christian College,2.86,Masters,Garland,M,N/A,0,0,1,Wind Turbine Technician,12/17,06/18,N/A,N/A,N/A,N/A,N/A,N/A
854,California Western School of Law,3.44,Bachelors,Garland,M,0,1,N/A,4,Event Planner,02/14,07/15,Event Planner,01/14,10/14,N/A,N/A,N/A
855,Western International University,3.13,Phd,Tampa,F,N/A,0,1,3,Archaeologist,12/15,03/17,N/A,N/A,N/A,N/A,N/A,N/A
856,Indiana State University,2.86,Bachelors,Orlando,F,1,1,N/A,4,Fashion Designer,10/20,08/21,Project Manager,01/19,09/19,N/A,N/A,N/A
857,Lake Forest Graduate School of Management,2.65,Bachelors,Lincoln,N/A,0,0,1,0,Graphic Designer,05/17,01/19,Investment Banker,06/16,09/17,N/A,N/A,N/A
858,Hamilton Technical College,3.68,Bachelors,Miami,N/A,N/A,0,0,3,Civil Engineer,04/17,05/18,N/A,N/A,N/A,N/A,N/A,N/A
859,North Carolina Wesleyan College,2.29,Masters,Reno,F,1,0,0,2,Marketing Manager,11/14,12/15,Telecommunications Specialist,10/14,07/16,N/A,N/A,N/A
860,Oklahoma Panhandle State University,2.86,Bachelors,Cleveland,F,N/A,1,N/A,1,Marine Biologist,01/15,04/16,Mechanical Engineer,01/14,09/15,N/A,N/A,N/A
861,Morehouse School of Medicine,3.81,Phd,Omaha,M,N/A,1,1,4,Logistician,10/14,04/16,Content Writer,09/14,01/15,N/A,N/A,N/A
862,Fitchburg State College,3.69,Bachelors,San Francisco,M,0,1,N/A,3,Project Manager,07/19,01/20,Real Estate Agent,09/18,09/19,N/A,N/A,N/A
863,Miles College,2.8,Masters,Fresno,N/A,0,1,N/A,3,Project Manager,11/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A
864,Seton Hall University,3.53,Phd,Mesa,F,N/A,0,1,4,Firefighter,07/21,04/22,Quality Assurance Manager,06/14,11/15,Supply Chain Analyst,04/14,06/14
865,San Diego State University,3.65,Phd,Houston,N/A,0,1,1,2,Public Relations Officer,07/16,06/17,N/A,N/A,N/A,N/A,N/A,N/A
866,Triton College,3.78,Phd,Minneapolis,M,0,1,1,4,Marine Biologist,01/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A
867,Rand Graduate School of Policy Studies,3.09,Phd,St. Louis,N/A,N/A,0,1,2,Construction Site Manager,10/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A
868,University of Nevada - Reno,2.41,Bachelors,Irvine,N/A,0,0,1,4,Forensic Accountant,09/21,05/22,Biomedical Engineer,04/21,03/23,N/A,N/A,N/A
869,Quantum-Veritas International University,2.51,Masters,Chula Vista,N/A,0,0,0,3,Paramedic,05/18,10/19,Social Media Coordinator,05/17,01/18,N/A,N/A,N/A
870,Blessing-Rieman College of Nursing,2.59,Phd,Riverside,M,1,0,0,0,Customer Service Manager,12/20,08/22,Real Estate Agent,08/20,12/21,Sales Representative,09/18,11/19
871,St. Joseph's College,3.19,Phd,San Diego,N/A,0,1,0,0,Data Scientist,12/16,05/17,Supply Chain Analyst,05/14,11/15,N/A,N/A,N/A
872,Montserrat College of Art,2.07,Masters,Portland,M,1,0,1,3,Speech-Language Pathologist,10/16,02/17,IT Consultant,07/14,06/15,Data Scientist,04/14,02/15
873,Lock Haven University of Pennsylvania,3.27,Bachelors,San Antonio,F,N/A,1,1,0,Logistician,06/16,12/16,Marine Biologist,11/15,10/16,Veterinarian,02/15,09/16
874,Howard Payne University,2.73,Phd,Portland,N/A,1,1,1,2,Dietitian,10/18,02/20,Real Estate Agent,05/18,08/19,N/A,N/A,N/A
875,Ripon College,2.59,Bachelors,Fort Wayne,N/A,N/A,0,N/A,3,Pharmacist,08/16,06/18,Urban Planner,05/15,01/16,Project Manager,08/14,06/15
876,Trinity University,3.76,Bachelors,Aurora,M,0,0,0,2,Chemical Technician,12/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A
877,Alverno College,2.92,Bachelors,St. Louis,N/A,0,0,0,3,Financial Analyst,12/16,06/17,N/A,N/A,N/A,N/A,N/A,N/A
878,Purdue University,2.19,Bachelors,Riverside,M,1,0,N/A,2,Video Game Developer,05/16,05/18,N/A,N/A,N/A,N/A,N/A,N/A
879,St. Vincent College,3.65,Phd,Irvine,N/A,N/A,0,N/A,2,Pediatric Nurse,10/16,05/17,Wind Turbine Technician,10/14,12/15,Mechanical Engineer,08/14,05/15
880,College of St. Mary,2.1,Phd,Scottsdale,F,0,1,0,0,Quality Assurance Manager,10/19,08/20,Fashion Designer,09/16,02/17,Multimedia Artist,09/14,03/16
881,University of Nebraska - Lincoln,3.45,Bachelors,San Bernardino,F,1,0,1,3,Video Game Developer,04/17,03/18,N/A,N/A,N/A,N/A,N/A,N/A
882,Thomas More College of Liberal Arts,3.55,Bachelors,Winston–Salem,F,1,1,0,4,Investment Banker,11/18,08/19,Paramedic,09/15,01/17,N/A,N/A,N/A
883,State University of New York Health Sience Centre Syracuse,2.71,Masters,Charlotte,N/A,1,0,1,0,Civil Engineer,08/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A
884,Wesley College Mississippi,3.65,Masters,Irving,N/A,0,1,0,2,Supply Chain Analyst,08/20,02/22,IT Consultant,05/14,07/15,N/A,N/A,N/A
885,St. Anthony College of Nursing,3.03,Masters,Austin,F,N/A,1,0,2,Supply Chain Analyst,07/14,04/16,AI Researcher,04/14,04/16,N/A,N/A,N/A
886,Florida International University,2.93,Phd,New York,F,0,1,N/A,4,Speech-Language Pathologist,06/15,01/17,Archaeologist,09/14,03/16,Logistician,03/14,02/15
887,University of New Haven,2.09,Masters,Anaheim,M,0,0,N/A,4,Web Developer,06/14,08/14,Software Developer,01/14,07/15,Quality Assurance Manager,01/14,08/14
888,Fort Valley State College,2.58,Phd,Milwaukee,M,N/A,0,1,2,Civil Engineer,04/14,12/15,Environmental Scientist,02/14,09/14,N/A,N/A,N/A
889,Southwest State University,3.86,Phd,Lexington,F,1,0,1,4,Real Estate Agent,07/20,12/21,Web Developer,05/14,11/15,N/A,N/A,N/A
890,California Coast University,2.78,Phd,Madison,F,0,1,0,1,Mechanical Engineer,03/14,11/14,Paramedic,01/14,11/14,N/A,N/A,N/A
891,Southern Methodist University,3.09,Phd,Paris,N/A,1,1,N/A,0,Aircraft Pilot,05/18,05/20,Software Developer,11/17,05/18,Aircraft Pilot,05/16,09/17
892,Pennsylvania State University - Schuylkill,3.06,Masters,Aurora,F,1,0,1,3,Pharmacist,02/18,06/19,N/A,N/A,N/A,N/A,N/A,N/A
893,Walla Walla College,3.18,Bachelors,Riverside,M,N/A,0,1,4,Veterinarian,06/16,05/17,Social Media Coordinator,09/14,09/15,N/A,N/A,N/A
894,Ohio Wesleyan University,2.12,Bachelors,Boise,M,N/A,1,1,4,Aircraft Pilot,10/21,02/22,Quality Assurance Manager,05/16,11/16,Occupational Therapist,10/14,04/16
895,Seattle University,2.72,Bachelors,Chesapeake,M,N/A,1,0,1,Mechanical Engineer,04/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A
896,Stonehill College,3.45,Masters,Orlando,M,1,0,1,3,Biomedical Engineer,01/16,12/17,Software Developer,07/15,05/16,Customer Service Manager,12/14,08/15
897,Villa Julie College,2.4,Bachelors,Milwaukee,M,1,0,1,1,Quality Assurance Manager,12/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A
898,Eastern New Mexico University,2.41,Masters,Tampa,M,0,0,N/A,3,Marketing Manager,03/19,01/20,Urban Planner,02/14,07/15,Speech-Language Pathologist,02/14,10/14
899,Medcenter One College of Nursing,2.02,Masters,Atlanta,F,1,1,N/A,0,Sales Representative,05/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A
900,Regis College,2.87,Masters,Philadelphia,M,N/A,1,N/A,4,Data Scientist,12/14,03/15,Chemical Technician,04/14,02/16,N/A,N/A,N/A
901,Blackburn College,3.77,Bachelors,Detroit,M,N/A,0,0,0,Content Writer,06/16,10/17,Event Planner,06/16,04/18,Sales Representative,09/15,03/17
902,Auburn University,2.1,Bachelors,Norfolk,M,N/A,0,N/A,3,Archaeologist,06/17,02/19,N/A,N/A,N/A,N/A,N/A,N/A
903,Kansas City Art Institute,2.38,Bachelors,Baltimore,M,N/A,0,N/A,4,Aircraft Pilot,05/18,10/19,N/A,N/A,N/A,N/A,N/A,N/A
