Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
411,Providence College,2.25,Bachelors,Providence,F,0,0,1,2,Data Scientist,02/18,01/20,N/A,N/A,N/A,N/A,N/A,N/A,5.53
412,Providence College,2.46,Bachelors,Providence,N/A,N/A,0,1,2,Data Scientist,05/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A,3.8
413,Providence College,2.1,Masters,Providence,F,0,1,1,2,Data Scientist,03/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A,0.48
414,Providence College,3.28,Bachelors,Providence,N/A,1,1,1,3,Data Scientist,07/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,1.3
415,Providence College,2.45,Phd,Providence,F,0,0,1,3,Data Scientist,04/15,10/16,N/A,N/A,N/A,N/A,N/A,N/A,5.73
416,Providence College,2.36,Bachelors,Providence,F,N/A,0,0,2,Data Scientist,01/21,08/22,N/A,N/A,N/A,N/A,N/A,N/A,1.58
417,Providence College,2.18,Phd,Providence,M,N/A,0,1,1,Data Scientist,08/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A,5.63
418,Providence College,2.21,Bachelors,Providence,N/A,N/A,1,1,0,Data Scientist,08/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A,6.96
419,Providence College,3.17,Phd,Providence,M,1,0,0,3,Data Scientist,04/21,10/21,N/A,N/A,N/A,N/A,N/A,N/A,4.07
420,Providence College,3.38,Phd,Providence,M,0,0,0,1,Data Scientist,07/15,04/17,N/A,N/A,N/A,N/A,N/A,N/A,9.18
421,Providence College,2.79,Bachelors,Providence,N/A,0,1,0,3,Data Scientist,12/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A,8.15
422,Providence College,2.96,Bachelors,Providence,M,0,0,0,2,Data Scientist,03/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A,7.26
423,Providence College,3.37,Phd,Providence,N/A,1,1,0,1,Data Scientist,10/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,3.5
424,Providence College,2.03,Masters,Providence,M,1,1,1,4,Data Scientist,02/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A,8.34
425,Providence College,2.65,Bachelors,Providence,N/A,N/A,1,0,0,Data Scientist,08/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,6.26
426,Providence College,3.95,Masters,Providence,N/A,N/A,1,1,0,Data Scientist,07/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A,4.53
427,Providence College,3.16,Bachelors,Providence,N/A,0,1,0,3,Data Scientist,09/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,2.86
428,Providence College,2.51,Bachelors,Providence,F,1,0,1,0,Data Scientist,12/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A,6.15
429,Providence College,3.04,Bachelors,Providence,M,1,0,0,4,Data Scientist,11/20,07/22,N/A,N/A,N/A,N/A,N/A,N/A,6.44
430,Providence College,2.69,Bachelors,Providence,F,0,1,1,1,Data Scientist,08/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A,9.04
431,Providence College,3.06,Masters,Providence,M,0,1,1,1,Data Scientist,12/18,07/19,N/A,N/A,N/A,N/A,N/A,N/A,1.42
432,Providence College,2.25,Bachelors,Providence,M,N/A,0,1,2,Data Scientist,08/17,07/18,N/A,N/A,N/A,N/A,N/A,N/A,3.11
433,Providence College,2.27,Phd,Providence,M,N/A,0,1,1,Data Scientist,08/18,02/20,N/A,N/A,N/A,N/A,N/A,N/A,2.5
434,Providence College,2.29,Phd,Providence,F,N/A,1,1,3,Data Scientist,09/20,05/21,N/A,N/A,N/A,N/A,N/A,N/A,5.82
435,Providence College,3.88,Masters,Providence,M,0,0,1,4,Data Scientist,02/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A,5.85
436,Providence College,3.47,Bachelors,Providence,F,0,0,1,2,Data Scientist,06/21,04/23,N/A,N/A,N/A,N/A,N/A,N/A,8.6
437,Providence College,2.32,Phd,Providence,N/A,N/A,1,1,3,Data Scientist,10/18,07/19,N/A,N/A,N/A,N/A,N/A,N/A,9.16
438,Providence College,2.38,Masters,Providence,M,N/A,0,1,3,Data Scientist,10/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A,1.44
439,Providence College,3.46,Bachelors,Providence,M,1,0,1,3,Data Scientist,01/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A,3.17
440,Providence College,2.31,Phd,Providence,N/A,1,0,0,0,Data Scientist,12/16,05/18,N/A,N/A,N/A,N/A,N/A,N/A,8.25
441,Providence College,2.47,Phd,Providence,N/A,N/A,0,1,3,Data Scientist,12/15,10/17,N/A,N/A,N/A,N/A,N/A,N/A,8.25
442,Providence College,3.93,Masters,Providence,M,N/A,1,1,0,Data Scientist,01/19,06/19,N/A,N/A,N/A,N/A,N/A,N/A,8.32
443,Providence College,2.51,Bachelors,Providence,N/A,1,0,0,1,Data Scientist,02/17,08/17,N/A,N/A,N/A,N/A,N/A,N/A,8.27
444,Providence College,3.32,Bachelors,Providence,F,N/A,1,1,0,Data Scientist,12/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A,8.24
445,Providence College,3.96,Phd,Providence,F,1,0,1,3,Data Scientist,06/17,12/18,N/A,N/A,N/A,N/A,N/A,N/A,3.37
446,Providence College,2.75,Phd,Providence,M,1,1,0,4,Data Scientist,03/20,07/20,N/A,N/A,N/A,N/A,N/A,N/A,7.16
447,Providence College,2.04,Phd,Providence,F,1,1,0,4,Data Scientist,11/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,4.57
448,Providence College,2.49,Bachelors,Providence,F,0,0,1,1,Data Scientist,03/21,07/21,N/A,N/A,N/A,N/A,N/A,N/A,0.65
449,Providence College,3.66,Masters,Providence,M,0,1,0,3,Data Scientist,11/17,05/18,N/A,N/A,N/A,N/A,N/A,N/A,8.62
450,Providence College,3.73,Masters,Providence,N/A,N/A,1,1,0,Data Scientist,09/19,05/20,N/A,N/A,N/A,N/A,N/A,N/A,2.49
451,Providence College,3.54,Bachelors,Providence,M,1,1,1,4,Data Scientist,09/21,05/23,N/A,N/A,N/A,N/A,N/A,N/A,4.45
452,Providence College,2.23,Masters,Providence,F,0,1,1,2,Data Scientist,03/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A,3.05
453,Providence College,3.59,Phd,Providence,M,N/A,1,0,3,Data Scientist,06/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A,0.3
454,Providence College,3.84,Masters,Providence,M,N/A,0,1,3,Data Scientist,02/17,05/17,N/A,N/A,N/A,N/A,N/A,N/A,3.03
455,Providence College,3.2,Masters,Providence,F,N/A,1,1,2,Data Scientist,01/16,02/17,N/A,N/A,N/A,N/A,N/A,N/A,5.64
456,Providence College,3.88,Masters,Providence,F,N/A,1,0,4,Data Scientist,04/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,4.04
457,Providence College,3.65,Phd,Providence,M,N/A,0,1,2,Data Scientist,07/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A,3.11
458,Providence College,3.33,Bachelors,Providence,F,1,0,1,1,Data Scientist,11/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,8.55
459,Providence College,3.15,Phd,Providence,F,N/A,1,1,0,Data Scientist,02/15,10/16,N/A,N/A,N/A,N/A,N/A,N/A,4.93
460,Providence College,2.7,Bachelors,Providence,F,1,0,1,0,Data Scientist,12/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A,8.04
461,Providence College,2.32,Bachelors,Providence,F,0,0,1,4,Data Scientist,09/19,08/21,N/A,N/A,N/A,N/A,N/A,N/A,2.78
462,Providence College,3.21,Bachelors,Providence,F,N/A,0,1,2,Data Scientist,07/21,04/23,N/A,N/A,N/A,N/A,N/A,N/A,2.78
463,Providence College,2.64,Masters,Providence,F,0,0,0,3,Data Scientist,07/16,04/18,N/A,N/A,N/A,N/A,N/A,N/A,5.87
464,Providence College,3.73,Masters,Providence,N/A,1,0,1,3,Data Scientist,05/19,08/19,N/A,N/A,N/A,N/A,N/A,N/A,8.3
465,Providence College,3.99,Bachelors,Providence,M,1,0,1,3,Data Scientist,12/15,10/16,N/A,N/A,N/A,N/A,N/A,N/A,7.24
466,Providence College,3.5,Bachelors,Providence,F,0,1,0,1,Data Scientist,06/18,04/19,N/A,N/A,N/A,N/A,N/A,N/A,2.89
467,Providence College,2.18,Masters,Providence,M,N/A,1,1,1,Data Scientist,01/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A,6.63
468,Providence College,2.58,Phd,Providence,N/A,N/A,0,1,3,Data Scientist,06/18,05/20,N/A,N/A,N/A,N/A,N/A,N/A,3.79
469,Providence College,2.22,Bachelors,Providence,F,0,0,0,4,Data Scientist,07/15,10/16,N/A,N/A,N/A,N/A,N/A,N/A,9.16
470,Providence College,3.3,Phd,Providence,M,0,1,0,1,Data Scientist,06/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A,4.6
471,Providence College,3.53,Masters,Providence,F,0,0,0,1,Data Scientist,09/14,08/16,N/A,N/A,N/A,N/A,N/A,N/A,2.98
472,Providence College,3.85,Bachelors,Providence,F,N/A,1,0,0,Data Scientist,07/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A,9.76
473,Providence College,2.88,Phd,Providence,F,N/A,0,0,0,Data Scientist,07/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A,6.98
474,Providence College,3.8,Phd,Providence,F,N/A,1,0,4,Data Scientist,03/21,01/22,N/A,N/A,N/A,N/A,N/A,N/A,1.15
475,Providence College,3.76,Phd,Providence,F,0,1,0,1,Data Scientist,01/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,0.26
476,Providence College,2.63,Masters,Providence,F,N/A,0,1,1,Data Scientist,11/15,06/17,N/A,N/A,N/A,N/A,N/A,N/A,6.14
477,Providence College,3.74,Masters,Providence,F,1,0,1,2,Data Scientist,08/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,8.17
478,Providence College,2.75,Phd,Providence,N/A,0,0,1,4,Data Scientist,06/20,09/20,N/A,N/A,N/A,N/A,N/A,N/A,0.12
479,Providence College,2.59,Phd,Providence,N/A,N/A,0,0,4,Data Scientist,10/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A,0.39
480,Providence College,3.3,Masters,Providence,F,0,1,1,2,Data Scientist,08/18,05/20,N/A,N/A,N/A,N/A,N/A,N/A,3.41
481,Providence College,2.66,Phd,Providence,F,1,0,0,2,Data Scientist,10/20,07/22,N/A,N/A,N/A,N/A,N/A,N/A,6.98
482,Providence College,3.26,Phd,Providence,N/A,1,1,1,0,Data Scientist,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,0.87
483,Providence College,3.22,Masters,Providence,N/A,0,0,1,4,Data Scientist,09/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,1.48
484,Providence College,3.13,Phd,Providence,N/A,0,1,1,4,Data Scientist,08/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A,1.11
485,Providence College,2.76,Phd,Providence,F,1,0,1,2,Data Scientist,09/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A,8.97
486,Providence College,3.1,Phd,Providence,M,0,0,0,3,Data Scientist,03/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A,3.46
487,Providence College,3.19,Masters,Providence,M,1,1,0,3,Data Scientist,02/16,05/17,N/A,N/A,N/A,N/A,N/A,N/A,9.89
488,Providence College,3.09,Phd,Providence,M,1,0,1,0,Data Scientist,05/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,6.22
489,Providence College,2.89,Masters,Providence,M,N/A,0,0,3,Data Scientist,06/19,09/19,N/A,N/A,N/A,N/A,N/A,N/A,3.65
490,Providence College,2.03,Masters,Providence,F,0,0,0,3,Data Scientist,06/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A,0.92
491,Providence College,3.17,Bachelors,Providence,M,0,0,1,3,Data Scientist,12/17,12/18,N/A,N/A,N/A,N/A,N/A,N/A,3.45
492,Providence College,2.34,Bachelors,Providence,N/A,N/A,0,0,1,Data Scientist,01/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,0.07
493,Providence College,3.29,Phd,Providence,N/A,1,1,0,0,Data Scientist,02/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,8.21
494,Providence College,3.52,Masters,Providence,M,0,0,0,2,Data Scientist,05/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A,2.21
495,Providence College,3.0,Bachelors,Providence,N/A,N/A,1,0,3,Data Scientist,09/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A,0.54
496,Providence College,3.08,Phd,Providence,F,N/A,0,1,1,Data Scientist,09/15,07/17,N/A,N/A,N/A,N/A,N/A,N/A,5.89
497,Providence College,3.9,Bachelors,Providence,M,0,0,1,3,Data Scientist,02/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A,1.59
498,Providence College,3.69,Bachelors,Providence,M,N/A,1,0,1,Data Scientist,07/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A,7.32
499,Providence College,3.83,Masters,Providence,F,1,1,1,0,Data Scientist,11/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A,8.83
500,Providence College,3.63,Masters,Providence,N/A,N/A,1,1,3,Data Scientist,07/17,12/17,N/A,N/A,N/A,N/A,N/A,N/A,4.67
501,Providence College,2.22,Bachelors,Providence,F,1,1,1,1,Data Scientist,04/18,10/18,N/A,N/A,N/A,N/A,N/A,N/A,7.19
502,Providence College,2.3,Bachelors,Providence,F,1,1,0,4,Data Scientist,02/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A,8.46
503,Providence College,3.05,Masters,Providence,N/A,0,0,0,4,Data Scientist,08/14,02/16,N/A,N/A,N/A,N/A,N/A,N/A,1.38
504,Providence College,2.49,Phd,Providence,F,N/A,1,1,1,Data Scientist,12/17,12/19,N/A,N/A,N/A,N/A,N/A,N/A,0.79
505,Providence College,2.95,Masters,Providence,N/A,1,1,1,3,Data Scientist,10/17,03/19,N/A,N/A,N/A,N/A,N/A,N/A,3.64
506,Providence College,2.79,Bachelors,Providence,N/A,1,0,0,3,Data Scientist,04/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A,5.35
507,Providence College,3.1,Phd,Providence,F,N/A,0,1,0,Data Scientist,09/16,09/18,N/A,N/A,N/A,N/A,N/A,N/A,8.71
508,Providence College,3.49,Bachelors,Providence,N/A,1,1,0,0,Data Scientist,05/20,01/21,N/A,N/A,N/A,N/A,N/A,N/A,0.55
509,Providence College,3.43,Phd,Providence,F,N/A,1,1,2,Data Scientist,05/20,09/20,N/A,N/A,N/A,N/A,N/A,N/A,5.87
510,Providence College,3.04,Bachelors,Providence,N/A,0,1,0,0,Data Scientist,12/16,05/18,N/A,N/A,N/A,N/A,N/A,N/A,2.03
511,Providence College,3.64,Phd,Providence,M,1,0,0,3,Data Scientist,08/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,5.0
512,Providence College,2.86,Phd,Providence,N/A,1,1,0,2,Data Scientist,01/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,6.75
513,Providence College,3.79,Bachelors,Providence,N/A,N/A,0,0,0,Data Scientist,07/19,12/20,N/A,N/A,N/A,N/A,N/A,N/A,6.35
514,Providence College,2.14,Phd,Providence,F,N/A,0,1,1,Data Scientist,07/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A,2.59
515,Providence College,3.91,Masters,Providence,N/A,N/A,0,0,4,Data Scientist,09/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A,0.96
516,Providence College,3.31,Bachelors,Providence,M,N/A,0,1,0,Data Scientist,05/14,03/16,N/A,N/A,N/A,N/A,N/A,N/A,2.43
517,Providence College,2.76,Masters,Providence,M,1,1,0,0,Data Scientist,03/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,9.99
518,Providence College,2.39,Bachelors,Providence,N/A,0,0,0,1,Data Scientist,03/14,02/16,N/A,N/A,N/A,N/A,N/A,N/A,8.65
519,Providence College,2.96,Phd,Providence,N/A,0,0,1,3,Data Scientist,09/21,08/23,N/A,N/A,N/A,N/A,N/A,N/A,8.61
520,Providence College,2.39,Phd,Providence,M,0,1,1,1,Data Scientist,02/15,07/15,N/A,N/A,N/A,N/A,N/A,N/A,5.52
521,Providence College,2.33,Phd,Providence,F,0,0,1,0,Data Scientist,11/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A,5.6
522,Providence College,3.23,Bachelors,Providence,M,N/A,1,0,3,Data Scientist,05/17,06/18,N/A,N/A,N/A,N/A,N/A,N/A,4.36
523,Providence College,3.05,Masters,Providence,M,1,0,0,2,Data Scientist,12/18,06/20,N/A,N/A,N/A,N/A,N/A,N/A,0.11
524,Providence College,3.34,Masters,Providence,N/A,1,1,1,0,Data Scientist,07/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,3.95
525,Providence College,3.86,Bachelors,Providence,N/A,1,0,0,1,Data Scientist,11/16,08/18,N/A,N/A,N/A,N/A,N/A,N/A,3.12
526,Providence College,3.06,Bachelors,Providence,M,N/A,0,1,2,Data Scientist,05/18,10/19,N/A,N/A,N/A,N/A,N/A,N/A,2.69
527,Providence College,3.16,Masters,Providence,F,1,1,0,4,Data Scientist,06/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,6.4
528,Providence College,2.18,Masters,Providence,M,N/A,0,0,2,Data Scientist,09/17,12/17,N/A,N/A,N/A,N/A,N/A,N/A,7.13
529,Providence College,3.44,Masters,Providence,M,1,0,0,1,Data Scientist,04/15,10/16,N/A,N/A,N/A,N/A,N/A,N/A,5.27
530,Providence College,2.8,Masters,Providence,F,0,1,1,2,Data Scientist,10/20,07/22,N/A,N/A,N/A,N/A,N/A,N/A,3.3
531,Providence College,3.95,Bachelors,Providence,M,N/A,0,0,1,Data Scientist,04/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,0.6
532,Providence College,3.65,Bachelors,Providence,M,1,0,1,0,Data Scientist,06/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A,9.96
533,Providence College,3.04,Phd,Providence,N/A,0,1,1,3,Data Scientist,07/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A,4.9
534,Providence College,2.25,Masters,Providence,F,0,1,0,4,Data Scientist,07/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,8.87
535,Providence College,3.72,Phd,Providence,N/A,0,1,1,3,Data Scientist,10/17,07/19,N/A,N/A,N/A,N/A,N/A,N/A,5.68
536,Providence College,3.6,Bachelors,Providence,N/A,N/A,1,1,3,Data Scientist,10/14,09/16,N/A,N/A,N/A,N/A,N/A,N/A,0.79
537,Providence College,2.37,Bachelors,Providence,F,N/A,1,0,3,Data Scientist,12/14,05/16,N/A,N/A,N/A,N/A,N/A,N/A,9.24
538,Providence College,2.59,Phd,Providence,F,1,0,1,1,Data Scientist,02/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,3.14
539,Providence College,3.59,Masters,Providence,M,0,1,1,1,Data Scientist,09/19,09/20,N/A,N/A,N/A,N/A,N/A,N/A,4.35
540,Providence College,2.37,Masters,Providence,N/A,1,0,0,4,Data Scientist,12/14,12/15,N/A,N/A,N/A,N/A,N/A,N/A,6.44
541,Providence College,3.84,Masters,Providence,F,1,1,0,1,Data Scientist,10/17,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.56
542,Providence College,2.85,Masters,Providence,N/A,0,0,0,1,Data Scientist,07/15,02/17,N/A,N/A,N/A,N/A,N/A,N/A,7.45
543,Providence College,2.17,Phd,Providence,N/A,1,0,1,1,Data Scientist,02/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A,7.69
544,Providence College,3.63,Phd,Providence,F,N/A,1,1,1,Data Scientist,06/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,8.97
545,Providence College,2.75,Bachelors,Providence,M,1,0,0,0,Data Scientist,01/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A,6.5
546,Providence College,3.05,Masters,Providence,N/A,0,0,1,4,Data Scientist,04/15,09/15,N/A,N/A,N/A,N/A,N/A,N/A,9.89
547,Providence College,2.22,Masters,Providence,F,N/A,1,0,1,Data Scientist,10/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,6.24
548,Providence College,2.01,Masters,Providence,M,N/A,1,0,4,Data Scientist,06/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A,6.83
549,Providence College,3.28,Phd,Providence,N/A,1,1,0,2,Data Scientist,06/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,9.61
550,Providence College,3.03,Masters,Providence,F,1,1,1,0,Data Scientist,08/15,02/17,N/A,N/A,N/A,N/A,N/A,N/A,4.13
551,Providence College,3.19,Phd,Providence,N/A,N/A,0,1,1,Data Scientist,11/18,02/20,N/A,N/A,N/A,N/A,N/A,N/A,6.5
552,Providence College,3.59,Masters,Providence,F,1,0,0,0,Data Scientist,01/17,07/17,N/A,N/A,N/A,N/A,N/A,N/A,8.16
553,Providence College,3.29,Masters,Providence,F,0,0,0,0,Data Scientist,09/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A,9.6
554,Providence College,2.35,Bachelors,Providence,N/A,1,0,1,2,Data Scientist,04/18,09/18,N/A,N/A,N/A,N/A,N/A,N/A,5.76
555,Providence College,2.72,Masters,Providence,N/A,1,0,0,4,Data Scientist,06/21,04/23,N/A,N/A,N/A,N/A,N/A,N/A,4.42
556,Providence College,3.81,Masters,Providence,F,N/A,0,1,0,Data Scientist,06/18,06/20,N/A,N/A,N/A,N/A,N/A,N/A,5.9
557,Providence College,3.54,Bachelors,Providence,M,1,1,0,3,Data Scientist,04/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,7.6
558,Providence College,3.11,Phd,Providence,N/A,1,0,0,2,Data Scientist,04/20,09/20,N/A,N/A,N/A,N/A,N/A,N/A,4.73
559,Providence College,2.51,Phd,Providence,F,1,0,1,3,Data Scientist,09/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A,2.09
560,Providence College,2.6,Masters,Providence,F,0,0,1,2,Data Scientist,01/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,6.22
561,Providence College,3.46,Phd,Providence,M,1,1,1,3,Data Scientist,12/17,06/19,N/A,N/A,N/A,N/A,N/A,N/A,0.11
562,Providence College,3.7,Masters,Providence,M,0,1,1,3,Data Scientist,01/15,05/15,N/A,N/A,N/A,N/A,N/A,N/A,6.88
563,Providence College,3.34,Bachelors,Providence,M,0,1,1,0,Data Scientist,11/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,9.25
564,Providence College,3.62,Bachelors,Providence,N/A,0,1,0,0,Data Scientist,03/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A,0.47
565,Providence College,3.53,Masters,Providence,F,0,0,0,2,Data Scientist,11/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,9.85
566,Providence College,2.3,Bachelors,Providence,F,N/A,0,1,4,Data Scientist,11/17,11/19,N/A,N/A,N/A,N/A,N/A,N/A,4.37
567,Providence College,2.85,Bachelors,Providence,F,0,0,1,0,Data Scientist,05/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,6.25
568,Providence College,2.31,Masters,Providence,M,1,1,0,0,Data Scientist,12/18,12/20,N/A,N/A,N/A,N/A,N/A,N/A,4.98
569,Providence College,2.47,Masters,Providence,F,0,0,0,1,Data Scientist,05/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A,6.98
570,Providence College,3.74,Bachelors,Providence,N/A,1,0,1,0,Data Scientist,04/16,07/16,N/A,N/A,N/A,N/A,N/A,N/A,5.29
571,Providence College,2.95,Phd,Providence,M,0,0,1,4,Data Scientist,10/17,12/18,N/A,N/A,N/A,N/A,N/A,N/A,8.33
572,Providence College,3.07,Phd,Providence,M,N/A,1,0,1,Data Scientist,03/17,07/18,N/A,N/A,N/A,N/A,N/A,N/A,0.06
573,Providence College,2.36,Masters,Providence,M,0,1,1,3,Data Scientist,09/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A,6.89
574,Providence College,2.62,Masters,Providence,M,0,1,0,3,Data Scientist,05/21,02/22,N/A,N/A,N/A,N/A,N/A,N/A,2.92
575,Providence College,2.46,Phd,Providence,N/A,N/A,0,0,1,Data Scientist,11/19,10/20,N/A,N/A,N/A,N/A,N/A,N/A,9.63
576,Providence College,2.41,Bachelors,Providence,F,0,0,1,1,Data Scientist,06/20,06/22,N/A,N/A,N/A,N/A,N/A,N/A,5.64
577,Providence College,3.28,Phd,Providence,N/A,1,0,0,1,Data Scientist,08/16,04/18,N/A,N/A,N/A,N/A,N/A,N/A,3.62
578,Providence College,2.51,Phd,Providence,F,0,0,0,2,Data Scientist,12/17,05/18,N/A,N/A,N/A,N/A,N/A,N/A,1.18
579,Providence College,3.26,Phd,Providence,N/A,0,1,0,4,Data Scientist,04/18,03/19,N/A,N/A,N/A,N/A,N/A,N/A,7.16
580,Providence College,2.12,Phd,Providence,M,0,0,1,4,Data Scientist,06/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A,8.12
581,Providence College,2.28,Masters,Providence,M,N/A,1,0,3,Data Scientist,12/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A,9.9
582,Providence College,2.55,Masters,Providence,N/A,0,0,1,3,Data Scientist,01/21,12/22,N/A,N/A,N/A,N/A,N/A,N/A,7.27
583,Providence College,3.19,Bachelors,Providence,N/A,0,1,0,3,Data Scientist,02/17,01/18,N/A,N/A,N/A,N/A,N/A,N/A,5.48
584,Providence College,3.35,Bachelors,Providence,F,1,0,0,0,Data Scientist,04/20,04/22,N/A,N/A,N/A,N/A,N/A,N/A,2.74
585,Providence College,2.89,Bachelors,Providence,N/A,0,0,0,3,Data Scientist,09/16,05/17,N/A,N/A,N/A,N/A,N/A,N/A,8.83
586,Providence College,2.89,Bachelors,Providence,N/A,0,1,0,1,Data Scientist,05/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,9.88
587,Providence College,3.45,Phd,Providence,F,0,1,0,3,Data Scientist,10/15,10/16,N/A,N/A,N/A,N/A,N/A,N/A,6.64
588,Providence College,2.03,Masters,Providence,F,0,0,1,1,Data Scientist,05/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A,4.67
589,Providence College,2.68,Masters,Providence,F,1,0,1,2,Data Scientist,09/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,6.29
590,Providence College,3.64,Bachelors,Providence,N/A,1,0,0,0,Data Scientist,05/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A,5.28
591,Providence College,3.21,Bachelors,Providence,F,N/A,1,1,0,Data Scientist,02/19,08/19,N/A,N/A,N/A,N/A,N/A,N/A,7.13
592,Providence College,2.67,Phd,Providence,M,0,0,1,4,Data Scientist,09/17,01/19,N/A,N/A,N/A,N/A,N/A,N/A,2.98
593,Providence College,3.81,Phd,Providence,M,N/A,1,0,2,Data Scientist,11/16,05/18,N/A,N/A,N/A,N/A,N/A,N/A,1.91
594,Providence College,3.55,Bachelors,Providence,M,N/A,0,1,1,Data Scientist,01/14,03/15,N/A,N/A,N/A,N/A,N/A,N/A,5.07
595,Providence College,2.53,Masters,Providence,N/A,0,0,1,2,Data Scientist,06/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A,2.53
596,Providence College,3.29,Masters,Providence,M,1,0,1,0,Data Scientist,11/15,11/16,N/A,N/A,N/A,N/A,N/A,N/A,0.45
597,Providence College,3.19,Masters,Providence,N/A,1,0,1,1,Data Scientist,06/15,06/17,N/A,N/A,N/A,N/A,N/A,N/A,3.85
