Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
381,University of Nevada - Las Vegas,3.72,Bachelors,Richmond,F,1,0,0,4,Pharmacist,01/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A
382,Eckerd College,2.02,Bachelors,Fremont,N/A,1,0,0,4,Marketing Manager,02/19,08/20,AI Researcher,08/17,08/18,N/A,N/A,N/A
383,Northwest Missouri State University,3.18,Masters,Corpus Christi,N/A,1,0,1,4,Supply Chain Analyst,04/21,09/22,Forensic Accountant,09/15,01/16,Supply Chain Analyst,01/14,12/15
384,Preston University,3.2,Masters,El Paso,F,0,0,0,3,Supply Chain Analyst,04/19,03/21,Web Developer,05/15,05/17,Forensic Accountant,08/14,07/15
385,New Mexico State University,2.79,Phd,Long Beach,F,N/A,1,0,1,Event Planner,04/21,10/21,Marketing Manager,06/19,04/20,N/A,N/A,N/A
386,Alabama Agricultural and Mechanical University,2.47,Bachelors,San Antonio,F,N/A,1,1,3,Occupational Therapist,06/20,05/22,N/A,N/A,N/A,N/A,N/A,N/A
387,San Francisco Art Institute,2.47,Masters,Louisville,M,0,1,0,4,Forensic Accountant,05/14,10/14,Graphic Designer,02/14,09/14,Supply Chain Analyst,01/14,09/15
388,Pace University  Pleasantville/Briarcliff,3.77,Bachelors,Anchorage,F,N/A,0,0,3,Archaeologist,12/20,12/22,N/A,N/A,N/A,N/A,N/A,N/A
389,University of New Orleans,2.88,Masters,Denver,F,0,1,0,4,Multimedia Artist,04/15,04/17,N/A,N/A,N/A,N/A,N/A,N/A
390,Lutheran Bible Institute of Seattle,2.66,Bachelors,Buffalo,M,N/A,1,1,0,Construction Site Manager,08/21,05/23,Telecommunications Specialist,12/14,04/16,Chemical Technician,11/14,07/15
391,Bryn Athyn College of the New Church,2.9,Phd,Omaha,N/A,1,1,1,0,Real Estate Agent,08/18,04/19,Public Relations Officer,11/14,09/15,N/A,N/A,N/A
392,Pennsylvania State University - Milton S.Hershey Medical Center,3.34,Bachelors,Buffalo,F,1,0,1,2,Investment Banker,02/15,08/15,N/A,N/A,N/A,N/A,N/A,N/A
393,DePaul University,2.29,Bachelors,El Paso,F,1,1,1,1,Pharmacist,09/17,02/18,Logistician,01/14,11/14,N/A,N/A,N/A
394,Berean University of the Assemblies of God,2.9,Bachelors,Glendale,N/A,0,0,1,0,Quality Assurance Manager,02/14,02/16,Public Relations Officer,02/14,09/14,Industrial Designer,01/14,07/15
395,Andrew Jackson University,3.18,Bachelors,St. Louis,N/A,0,0,0,4,Graphic Designer,08/16,03/18,N/A,N/A,N/A,N/A,N/A,N/A
396,Pennsylvania College of Optometry,3.9,Bachelors,Winston–Salem,M,N/A,1,0,3,Sales Representative,02/15,05/16,Investment Banker,03/14,09/14,N/A,N/A,N/A
397,University of North Florida,2.51,Phd,Chicago,F,N/A,0,0,3,Investment Banker,12/18,11/19,Aircraft Pilot,03/16,01/17,N/A,N/A,N/A
398,Hankuk Aviation University,2.72,Masters,North Las Vegas,F,N/A,1,1,2,Veterinarian,06/14,11/14,N/A,N/A,N/A,N/A,N/A,N/A
399,Holy Names College,2.76,Bachelors,St. Petersburg,M,0,1,0,3,SEO Specialist,11/21,05/22,Supply Chain Analyst,04/16,01/17,N/A,N/A,N/A
400,Hamilton College,3.21,Phd,Seattle,N/A,N/A,1,1,0,Software Developer,12/20,02/21,Content Writer,12/20,02/22,N/A,N/A,N/A
401,University of Massachusetts at Lowell,2.71,Bachelors,Anaheim,M,1,1,0,3,Biomedical Engineer,08/16,04/18,Social Media Coordinator,08/15,03/16,Civil Engineer,05/14,03/16
402,Universität Köln,3.07,Bachelors,Philadelphia,N/A,N/A,1,1,0,Event Planner,06/15,02/17,Public Relations Officer,03/15,06/16,Fashion Designer,12/14,03/15
403,St. Thomas Aquinas College,3.56,Masters,Stockton,M,1,0,0,0,Financial Analyst,12/16,12/18,Video Game Developer,10/14,05/16,N/A,N/A,N/A
404,St. Vincent College,3.41,Bachelors,Cleveland,N/A,0,1,0,1,Video Game Developer,05/19,06/20,Financial Analyst,01/15,11/15,N/A,N/A,N/A
405,Avila College,2.89,Phd,Riverside,M,1,0,1,2,AI Researcher,12/16,05/18,N/A,N/A,N/A,N/A,N/A,N/A
406,Western State University College of Law,3.73,Phd,San Jose,N/A,1,1,0,4,Sales Representative,09/16,01/17,Sales Representative,04/14,11/14,Sales Representative,01/14,10/14
407,Carroll College Waukesha,3.12,Masters,Colorado Springs,N/A,1,1,0,0,Dental Hygienist,06/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A
408,Samford University,3.08,Bachelors,Mesa,N/A,0,1,1,2,Supply Chain Analyst,02/15,12/16,Mechanical Engineer,09/14,07/16,N/A,N/A,N/A
409,Palmer College of Chiropractic,2.07,Phd,Los Angeles,N/A,0,0,0,4,High School Teacher,10/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A
410,Fort Lewis College,3.97,Bachelors,Cincinnati,N/A,0,0,0,3,Marine Biologist,11/17,08/18,Multimedia Artist,05/14,08/15,N/A,N/A,N/A
411,The Curtis Institute of Music,2.25,Bachelors,Nashville,F,0,0,1,2,Marine Biologist,02/18,01/20,Investment Banker,06/15,01/16,Event Planner,03/15,01/17
412,Austin College,2.46,Bachelors,Charlotte,N/A,N/A,0,1,2,Marketing Manager,05/15,01/16,Financial Analyst,03/14,06/15,Wind Turbine Technician,01/14,01/16
413,Berklee College of Music,2.1,Masters,Las Vegas,F,0,1,1,2,Customer Service Manager,03/19,07/20,Marketing Manager,03/14,05/14,N/A,N/A,N/A
414,West Suburban College of Nursing,3.28,Bachelors,Chandler,N/A,1,1,1,3,Biomedical Engineer,07/19,04/20,Speech-Language Pathologist,05/17,06/18,Urban Planner,06/14,06/16
415,Millennia Atlantic University,2.45,Phd,Lubbock,F,0,0,1,3,Multimedia Artist,04/15,10/16,Chemical Technician,07/14,07/15,N/A,N/A,N/A
416,Winston-Salem State University,2.36,Bachelors,Boise,F,N/A,0,0,2,Environmental Scientist,01/21,08/22,N/A,N/A,N/A,N/A,N/A,N/A
417,Medical College of Ohio,2.18,Phd,North Las Vegas,M,N/A,0,1,1,Paramedic,08/15,05/16,Telecommunications Specialist,03/15,07/16,N/A,N/A,N/A
418,College of St. Joseph,2.21,Bachelors,Chicago,N/A,N/A,1,1,0,Logistician,08/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A
419,University of South Carolina - Spartanburg,3.17,Phd,Nashville,M,1,0,0,3,Content Writer,04/21,10/21,Pediatric Nurse,01/15,05/16,N/A,N/A,N/A
420,Lyon College,3.38,Phd,Reno,M,0,0,0,1,Data Scientist,07/15,04/17,Dietitian,04/14,06/14,Construction Site Manager,02/14,12/14
421,Providence College,2.79,Bachelors,Omaha,N/A,0,1,0,3,Biomedical Engineer,12/15,08/16,Quality Assurance Manager,03/14,11/14,N/A,N/A,N/A
422,University of Tennessee - Memphis,2.96,Bachelors,Omaha,M,0,0,0,2,Video Game Developer,03/21,07/22,Occupational Therapist,11/20,03/21,N/A,N/A,N/A
423,Morris Brown College,3.37,Phd,Baltimore,N/A,1,1,0,1,Urban Planner,10/16,07/17,Real Estate Agent,02/14,05/15,N/A,N/A,N/A
424,University of Osteopathic Medicine and Health Science,2.03,Masters,Cincinnati,M,1,1,1,4,Speech-Language Pathologist,02/15,08/16,Industrial Designer,01/14,12/15,Web Developer,01/14,03/15
425,Southwestern University,2.65,Bachelors,Riverside,N/A,N/A,1,0,0,Multimedia Artist,08/18,12/19,Social Media Coordinator,05/17,08/18,N/A,N/A,N/A
426,Bethel College Newton,3.95,Masters,Irvine,N/A,N/A,1,1,0,Event Planner,07/15,01/17,Marketing Manager,12/14,01/16,Project Manager,11/14,06/15
427,University of Dallas,3.16,Bachelors,Seattle,N/A,0,1,0,3,Wind Turbine Technician,09/16,11/17,Event Planner,12/14,09/15,N/A,N/A,N/A
428,Los Angeles College of Chiropractic,2.51,Bachelors,Cincinnati,F,1,0,1,0,Project Manager,12/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A
429,Delaware Valley College,3.04,Bachelors,Boise,M,1,0,0,4,Financial Analyst,11/20,07/22,Multimedia Artist,06/18,04/20,N/A,N/A,N/A
430,Slippery Rock University,2.69,Bachelors,Las Vegas,F,0,1,1,1,Telecommunications Specialist,08/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A
431,Lutheran Bible Institute of Seattle,3.06,Masters,Omaha,M,0,1,1,1,Construction Site Manager,12/18,07/19,Multimedia Artist,10/15,04/17,Financial Analyst,01/15,08/15
432,University of Fribourg,2.25,Bachelors,Charlotte,M,N/A,0,1,2,AI Researcher,08/17,07/18,Archaeologist,06/15,01/17,Social Media Coordinator,09/14,01/16
433,Touro University,2.27,Phd,St. Louis,M,N/A,0,1,1,Sales Representative,08/18,02/20,SEO Specialist,05/14,03/16,N/A,N/A,N/A
434,Winston-Salem State University,2.29,Phd,Scottsdale,F,N/A,1,1,3,Pharmacist,09/20,05/21,Fashion Designer,11/15,05/16,Biomedical Engineer,05/14,12/15
435,St. Joseph College of Nursing,3.88,Masters,New Orleans,M,0,0,1,4,Forensic Accountant,02/14,08/15,Civil Engineer,01/14,08/14,N/A,N/A,N/A
436,Pfeiffer University,3.47,Bachelors,North Las Vegas,F,0,0,1,2,Content Writer,06/21,04/23,Project Manager,10/14,12/15,Dental Hygienist,05/14,05/16
437,Rivier College,2.32,Phd,Santa Ana,N/A,N/A,1,1,3,Occupational Therapist,10/18,07/19,N/A,N/A,N/A,N/A,N/A,N/A
438,Denison University,2.38,Masters,Cleveland,M,N/A,0,1,3,Pharmacist,10/15,08/16,Aircraft Pilot,06/15,11/16,Financial Analyst,08/14,01/16
439,Husson College,3.46,Bachelors,Reno,M,1,0,1,3,IT Consultant,01/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A
440,Northwestern College St. Paul,2.31,Phd,Chula Vista,N/A,1,0,0,0,Industrial Designer,12/16,05/18,Pharmacist,02/15,04/16,N/A,N/A,N/A
441,ITT Technical Institute West Covina,2.47,Phd,Anaheim,N/A,N/A,0,1,3,Software Developer,12/15,10/17,Video Game Developer,01/14,05/15,N/A,N/A,N/A
442,Elmhurst College,3.93,Masters,Pittsburgh,M,N/A,1,1,0,Forensic Accountant,01/19,06/19,Firefighter,07/17,01/18,N/A,N/A,N/A
443,Morgan State University,2.51,Bachelors,New Orleans,N/A,1,0,0,1,Urban Planner,02/17,08/17,N/A,N/A,N/A,N/A,N/A,N/A
444,William Jewell College,3.32,Bachelors,Long Beach,F,N/A,1,1,0,Logistician,12/19,11/20,Software Developer,03/15,09/15,N/A,N/A,N/A
445,Emory University,3.96,Phd,Raleigh,F,1,0,1,3,Investment Banker,06/17,12/18,Aircraft Pilot,10/16,02/18,N/A,N/A,N/A
446,St. Cloud State University,2.75,Phd,Houston,M,1,1,0,4,Dental Hygienist,03/20,07/20,N/A,N/A,N/A,N/A,N/A,N/A
447,Northern State University,2.04,Phd,Honolulu,F,1,1,0,4,Telecommunications Specialist,11/19,02/20,Sales Representative,11/14,07/16,Civil Engineer,07/14,10/14
448,Lake Forest College,2.49,Bachelors,Fort Wayne,F,0,0,1,1,Archaeologist,03/21,07/21,Video Game Developer,01/17,08/17,N/A,N/A,N/A
449,University of Northern Iowa,3.66,Masters,San Antonio,M,0,1,0,3,Firefighter,11/17,05/18,Web Developer,06/15,04/16,Environmental Scientist,04/15,07/16
450,American Indian College,3.73,Masters,Lexington,N/A,N/A,1,1,0,Customer Service Manager,09/19,05/20,Speech-Language Pathologist,06/15,01/17,Industrial Designer,12/14,03/15
451,California School of Professional Psychology - Los Angels,3.54,Bachelors,Stockton,M,1,1,1,4,Mechanical Engineer,09/21,05/23,Archaeologist,08/15,03/16,N/A,N/A,N/A
452,State University of New York Health Sience Centre Syracuse,2.23,Masters,Stockton,F,0,1,1,2,Video Game Developer,03/19,12/19,Pharmacist,10/15,04/16,N/A,N/A,N/A
453,Goshen College,3.59,Phd,Pittsburgh,M,N/A,1,0,3,Civil Engineer,06/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A
454,Eastern Connecticut State University,3.84,Masters,Madison,M,N/A,0,1,3,Wind Turbine Technician,02/17,05/17,N/A,N/A,N/A,N/A,N/A,N/A
455,Valdosta State University,3.2,Masters,Albuquerque,F,N/A,1,1,2,Paramedic,01/16,02/17,Quality Assurance Manager,07/14,12/15,N/A,N/A,N/A
456,South Dakota School of Mines and Technology,3.88,Masters,New York,F,N/A,1,0,4,Public Relations Officer,04/16,02/18,Quality Assurance Manager,02/16,07/17,Firefighter,04/14,12/14
457,Alma College,3.65,Phd,Newark,M,N/A,0,1,2,Pediatric Nurse,07/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A
458,California Maritime Academy,3.33,Bachelors,Bakersfield,F,1,0,1,1,Web Developer,11/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A
459,Slippery Rock University,3.15,Phd,Winston–Salem,F,N/A,1,1,0,IT Consultant,02/15,10/16,SEO Specialist,05/14,09/14,N/A,N/A,N/A
460,Long Island University,2.7,Bachelors,Toledo,F,1,0,1,0,Marine Biologist,12/19,10/21,Supply Chain Analyst,04/16,11/17,N/A,N/A,N/A
461,University of Louisiana at Monroe,2.32,Bachelors,Indianapolis,F,0,0,1,4,Customer Service Manager,09/19,08/21,Quality Assurance Manager,03/19,01/20,N/A,N/A,N/A
462,Chestnut Hill College,3.21,Bachelors,Cincinnati,F,N/A,0,1,2,Speech-Language Pathologist,07/21,04/23,Video Game Developer,12/17,08/19,N/A,N/A,N/A
463,Medical College of Pennsylvania and Hahnemann University,2.64,Masters,Las Vegas,F,0,0,0,3,Dental Hygienist,07/16,04/18,N/A,N/A,N/A,N/A,N/A,N/A
464,Mountain State University,3.73,Masters,Corpus Christi,N/A,1,0,1,3,Dietitian,05/19,08/19,N/A,N/A,N/A,N/A,N/A,N/A
465,The McGregor School of Antioch University,3.99,Bachelors,Glendale,M,1,0,1,3,Biomedical Engineer,12/15,10/16,N/A,N/A,N/A,N/A,N/A,N/A
466,Eckerd College,3.5,Bachelors,St. Louis,F,0,1,0,1,Multimedia Artist,06/18,04/19,Marine Biologist,08/17,07/19,Industrial Designer,09/15,05/16
467,New York Institute of Technology,2.18,Masters,Oakland,M,N/A,1,1,1,Dental Hygienist,01/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A
468,Wentworth Institute of Technology,2.58,Phd,Saint Paul,N/A,N/A,0,1,3,AI Researcher,06/18,05/20,N/A,N/A,N/A,N/A,N/A,N/A
469,Lutheran Bible Institute of Seattle,2.22,Bachelors,Honolulu,F,0,0,0,4,Aircraft Pilot,07/15,10/16,Occupational Therapist,02/15,03/16,N/A,N/A,N/A
470,Indiana University at Bloomington,3.3,Phd,Lexington,M,0,1,0,1,Event Planner,06/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A
471,Trinity University,3.53,Masters,Columbus,F,0,0,0,1,Event Planner,09/14,08/16,N/A,N/A,N/A,N/A,N/A,N/A
472,Georgia Institute of Technology,3.85,Bachelors,Greensboro,F,N/A,1,0,0,Customer Service Manager,07/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A
473,Rider University,2.88,Phd,Scottsdale,F,N/A,0,0,0,Aircraft Pilot,07/14,04/16,Occupational Therapist,03/14,12/14,N/A,N/A,N/A
474,Oakton Community College,3.8,Phd,Corpus Christi,F,N/A,1,0,4,Cybersecurity Analyst,03/21,01/22,N/A,N/A,N/A,N/A,N/A,N/A
475,Trinity College Connecticut,3.76,Phd,Denver,F,0,1,0,1,Cybersecurity Analyst,01/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A
476,Albertus Magnus College,2.63,Masters,Arlington,F,N/A,0,1,1,Mechanical Engineer,11/15,06/17,Graphic Designer,10/15,01/17,Public Relations Officer,07/14,02/15
477,Radford University,3.74,Masters,El Paso,F,1,0,1,2,Industrial Designer,08/16,04/17,Biomedical Engineer,03/15,02/17,Occupational Therapist,01/15,07/15
478,Saginaw Valley State University,2.75,Phd,Los Angeles,N/A,0,0,1,4,Urban Planner,06/20,09/20,Public Relations Officer,10/18,10/19,Video Game Developer,01/15,03/16
479,Bethany College West Virginia,2.59,Phd,Bakersfield,N/A,N/A,0,0,4,Civil Engineer,10/20,02/22,Veterinarian,09/15,03/17,Human Resources Specialist,08/15,08/16
480,Excel College,3.3,Masters,Raleigh,F,0,1,1,2,Pediatric Nurse,08/18,05/20,Archaeologist,01/14,05/14,N/A,N/A,N/A
481,Nyack College,2.66,Phd,Fort Wayne,F,1,0,0,2,Telecommunications Specialist,10/20,07/22,Quality Assurance Manager,06/15,04/17,Graphic Designer,05/15,01/16
482,St. Bernard's Institute,3.26,Phd,Richmond,N/A,1,1,1,0,Archaeologist,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A
483,Franklin Pierce College,3.22,Masters,San Diego,N/A,0,0,1,4,Financial Analyst,09/19,02/20,Financial Analyst,04/14,10/14,Paramedic,02/14,01/16
484,Austin College,3.13,Phd,Wichita,N/A,0,1,1,4,Marine Biologist,08/15,09/16,Firefighter,10/14,07/16,N/A,N/A,N/A
485,Wilmington College,2.76,Phd,Baltimore,F,1,0,1,2,Customer Service Manager,09/15,07/16,Quality Assurance Manager,02/14,04/15,Biomedical Engineer,01/14,08/14
486,University of the Southwest,3.1,Phd,Jacksonville,M,0,0,0,3,Mechanical Engineer,03/19,12/19,Social Media Coordinator,01/15,10/15,Social Media Coordinator,08/14,06/16
487,Northwest Missouri State University,3.19,Masters,Jacksonville,M,1,1,0,3,Event Planner,02/16,05/17,Telecommunications Specialist,11/15,03/16,N/A,N/A,N/A
488,Charles R. Drew University of Medicine and Science,3.09,Phd,Lexington,M,1,0,1,0,Event Planner,05/16,10/17,Financial Analyst,01/16,12/16,N/A,N/A,N/A
489,State University of New York College at Brockport,2.89,Masters,Milwaukee,M,N/A,0,0,3,Software Developer,06/19,09/19,Veterinarian,04/18,02/19,N/A,N/A,N/A
490,Florida Community College at Jacksonville,2.03,Masters,Cleveland,F,0,0,0,3,Graphic Designer,06/21,10/22,Real Estate Agent,04/21,06/22,N/A,N/A,N/A
491,Clarke College,3.17,Bachelors,Bakersfield,M,0,0,1,3,Construction Site Manager,12/17,12/18,Chemical Technician,05/15,04/16,N/A,N/A,N/A
492,Boston Architectural Center,2.34,Bachelors,Buffalo,N/A,N/A,0,0,1,Customer Service Manager,01/14,07/15,Event Planner,01/14,08/14,N/A,N/A,N/A
493,Haverford College,3.29,Phd,Irvine,N/A,1,1,0,0,Urban Planner,02/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A
494,Pace University  Pleasantville/Briarcliff,3.52,Masters,Jacksonville,M,0,0,0,2,Social Media Coordinator,05/19,03/20,High School Teacher,05/17,01/19,Web Developer,01/15,04/16
495,Johns Hopkins University,3.0,Bachelors,Gilbert,N/A,N/A,1,0,3,Speech-Language Pathologist,09/14,08/15,Construction Site Manager,02/14,08/15,Veterinarian,01/14,08/14
496,Nazarene Bible College,3.08,Phd,Madison,F,N/A,0,1,1,Project Manager,09/15,07/17,Urban Planner,09/14,11/15,N/A,N/A,N/A
497,Paul Quinn College,3.9,Bachelors,Chicago,M,0,0,1,3,Video Game Developer,02/21,01/23,Civil Engineer,04/19,06/19,N/A,N/A,N/A
498,Brescia University,3.69,Bachelors,Gilbert,M,N/A,1,0,1,Data Scientist,07/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A
499,Carroll College Helena,3.83,Masters,Washington,F,1,1,1,0,Biomedical Engineer,11/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A
500,Muskingum College,3.63,Masters,Irvine,N/A,N/A,1,1,3,Archaeologist,07/17,12/17,AI Researcher,09/14,08/16,N/A,N/A,N/A
501,Mississippi State University,2.22,Bachelors,Phoenix,F,1,1,1,1,IT Consultant,04/18,10/18,N/A,N/A,N/A,N/A,N/A,N/A
502,Instituto Tecnológico Autonómo de México,2.3,Bachelors,Tucson,F,1,1,0,4,Veterinarian,02/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A
503,Princeton University,3.05,Masters,New York,N/A,0,0,0,4,Marketing Manager,08/14,02/16,Dietitian,01/14,03/15,N/A,N/A,N/A
504,Shawnee State University,2.49,Phd,Greensboro,F,N/A,1,1,1,Wind Turbine Technician,12/17,12/19,Video Game Developer,11/17,01/19,N/A,N/A,N/A
505,Southwestern University,2.95,Masters,Memphis,N/A,1,1,1,3,Financial Analyst,10/17,03/19,Biomedical Engineer,06/17,12/17,N/A,N/A,N/A
506,Barry University,2.79,Bachelors,Seattle,N/A,1,0,0,3,Civil Engineer,04/15,03/16,Event Planner,09/14,06/15,N/A,N/A,N/A
507,Albion College,3.1,Phd,San Diego,F,N/A,0,1,0,Veterinarian,09/16,09/18,Archaeologist,02/14,02/15,Firefighter,01/14,01/15
508,Virginia Military Institute,3.49,Bachelors,San Jose,N/A,1,1,0,0,Chemical Technician,05/20,01/21,Pharmacist,05/20,03/22,Chemical Technician,07/16,07/17
509,Mount Meru University,3.43,Phd,Winston–Salem,F,N/A,1,1,2,Web Developer,05/20,09/20,Investment Banker,07/16,05/17,N/A,N/A,N/A
510,University of Texas of the Permian Basin,3.04,Bachelors,Buffalo,N/A,0,1,0,0,Event Planner,12/16,05/18,N/A,N/A,N/A,N/A,N/A,N/A
511,Grace Bible College,3.64,Phd,San Francisco,M,1,0,0,3,Sales Representative,08/18,02/19,Data Scientist,08/16,07/18,N/A,N/A,N/A
512,Graduate Theological Union,2.86,Phd,Louisville,N/A,1,1,0,2,Software Developer,01/21,05/22,Aircraft Pilot,01/19,08/19,Biomedical Engineer,08/14,08/15
513,Southwestern University,3.79,Bachelors,Chicago,N/A,N/A,0,0,0,Dental Hygienist,07/19,12/20,N/A,N/A,N/A,N/A,N/A,N/A
514,Whitman College,2.14,Phd,Norfolk,F,N/A,0,1,1,Pediatric Nurse,07/15,09/16,Investment Banker,07/14,04/15,Veterinarian,05/14,03/15
515,ITT Technical Institute Maitland,3.91,Masters,Lubbock,N/A,N/A,0,0,4,IT Consultant,09/20,02/22,IT Consultant,10/17,06/19,N/A,N/A,N/A
516,Virginia International University,3.31,Bachelors,Chesapeake,M,N/A,0,1,0,Wind Turbine Technician,05/14,03/16,Project Manager,02/14,01/16,Forensic Accountant,01/14,08/15
517,Holy Cross College,2.76,Masters,Arlington,M,1,1,0,0,Web Developer,03/19,02/20,High School Teacher,05/16,03/17,Environmental Scientist,09/15,08/17
518,Southeastern Louisiana University,2.39,Bachelors,Columbus,N/A,0,0,0,1,Paramedic,03/14,02/16,Software Developer,02/14,01/15,Sales Representative,01/14,09/14
519,Hacettepe University,2.96,Phd,Memphis,N/A,0,0,1,3,Human Resources Specialist,09/21,08/23,N/A,N/A,N/A,N/A,N/A,N/A
520,Marylhurst University,2.39,Phd,Albuquerque,M,0,1,1,1,Video Game Developer,02/15,07/15,Wind Turbine Technician,11/14,11/16,High School Teacher,10/14,09/15
521,University of North Carolina at Chapel Hill,2.33,Phd,Buffalo,F,0,0,1,0,Veterinarian,11/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A
522,Mount Carmel College of Nursing,3.23,Bachelors,Baltimore,M,N/A,1,0,3,SEO Specialist,05/17,06/18,Forensic Accountant,02/14,06/14,N/A,N/A,N/A
523,University of Mississippi Medical Center,3.05,Masters,Irving,M,1,0,0,2,Event Planner,12/18,06/20,Telecommunications Specialist,07/18,05/20,N/A,N/A,N/A
524,Berry College,3.34,Masters,Anchorage,N/A,1,1,1,0,Pharmacist,07/18,01/19,Supply Chain Analyst,04/15,08/15,Quality Assurance Manager,03/15,03/17
525,Fisher College,3.86,Bachelors,Henderson,N/A,1,0,0,1,Civil Engineer,11/16,08/18,N/A,N/A,N/A,N/A,N/A,N/A
526,St. John Fisher College,3.06,Bachelors,Philadelphia,M,N/A,0,1,2,Dental Hygienist,05/18,10/19,Biomedical Engineer,09/17,09/18,N/A,N/A,N/A
527,Ocean University of China,3.16,Masters,Chesapeake,F,1,1,0,4,Web Developer,06/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A
528,Limestone College,2.18,Masters,Austin,M,N/A,0,0,2,Sales Representative,09/17,12/17,N/A,N/A,N/A,N/A,N/A,N/A
529,Pacific Northwest College of Art,3.44,Masters,Norfolk,M,1,0,0,1,Pediatric Nurse,04/15,10/16,Data Scientist,01/14,01/15,Real Estate Agent,01/14,05/15
530,Ivanovo State Academy of Medicine,2.8,Masters,Miami,F,0,1,1,2,Civil Engineer,10/20,07/22,Dental Hygienist,06/15,05/17,Environmental Scientist,02/15,11/15
531,St. Joseph's College,3.95,Bachelors,Philadelphia,M,N/A,0,0,1,Biomedical Engineer,04/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A
532,Washburn University,3.65,Bachelors,Tampa,M,1,0,1,0,Dietitian,06/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A
533,Capital University Law School,3.04,Phd,San Jose,N/A,0,1,1,3,Human Resources Specialist,07/20,03/22,Mechanical Engineer,11/17,04/18,Speech-Language Pathologist,08/15,02/17
534,Randolph-Macon Woman's College,2.25,Masters,El Paso,F,0,1,0,4,Financial Analyst,07/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A
535,Northwest University,3.72,Phd,Laredo,N/A,0,1,1,3,IT Consultant,10/17,07/19,Real Estate Agent,07/17,04/18,Aircraft Pilot,07/15,06/16
536,The Johns Hopkins University,3.6,Bachelors,Plano,N/A,N/A,1,1,3,Environmental Scientist,10/14,09/16,N/A,N/A,N/A,N/A,N/A,N/A
537,University of Pennsylvania,2.37,Bachelors,Virginia Beach,F,N/A,1,0,3,Video Game Developer,12/14,05/16,Dietitian,04/14,08/15,SEO Specialist,02/14,06/15
538,Lander University,2.59,Phd,Tulsa,F,1,0,1,1,Speech-Language Pathologist,02/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A
539,George Fox University,3.59,Masters,Anaheim,M,0,1,1,1,Wind Turbine Technician,09/19,09/20,Quality Assurance Manager,04/17,11/17,Cybersecurity Analyst,02/15,11/16
540,West Virginia Wesleyan College,2.37,Masters,Baltimore,N/A,1,0,0,4,Marine Biologist,12/14,12/15,N/A,N/A,N/A,N/A,N/A,N/A
541,Waynesburg College,3.84,Masters,Boston,F,1,1,0,1,Logistician,10/17,01/19,Telecommunications Specialist,09/17,05/19,N/A,N/A,N/A
542,Milwaukee Institute of Art and Design,2.85,Masters,Orlando,N/A,0,0,0,1,Quality Assurance Manager,07/15,02/17,Industrial Designer,07/14,10/14,N/A,N/A,N/A
543,Detroit College of Business,2.17,Phd,Singapore,N/A,1,0,1,1,Marine Biologist,02/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A
544,Free University (Virginia Theological University),3.63,Phd,San Bernardino,F,N/A,1,1,1,Video Game Developer,06/16,07/17,Dental Hygienist,07/15,09/15,N/A,N/A,N/A
545,Maharishi University of Management,2.75,Bachelors,Gilbert,M,1,0,0,0,High School Teacher,01/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A
546,Transylvania University,3.05,Masters,Boise,N/A,0,0,1,4,Project Manager,04/15,09/15,N/A,N/A,N/A,N/A,N/A,N/A
547,Michigan Technological University,2.22,Masters,Milwaukee,F,N/A,1,0,1,Civil Engineer,10/20,08/21,Veterinarian,11/19,09/20,N/A,N/A,N/A
548,Webster University North Florida,2.01,Masters,St. Louis,M,N/A,1,0,4,Marketing Manager,06/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A
549,American-European School of Management ,3.28,Phd,Cincinnati,N/A,1,1,0,2,IT Consultant,06/14,07/15,Forensic Accountant,03/14,03/16,Financial Analyst,03/14,03/16
